SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
050,33,001,New Hampshire,Belknap County,1,0,542,277,265,269,256,2,3,1,0,1,3,0,0,4,3,273,261,265,253,2,2,1,0,1,3,0,0,4,3,4,4,4,3,0,1,0,0,0,0,0,0,0,0
050,33,001,New Hampshire,Belknap County,1,1,2461,1284,1177,1234,1136,9,12,3,2,11,10,2,1,25,16,1267,1163,1222,1124,9,11,3,2,9,10,1,1,23,15,17,14,12,12,0,1,0,0,2,0,1,0,2,1
050,33,001,New Hampshire,Belknap County,1,2,3769,1877,1892,1829,1837,4,12,4,8,17,11,1,0,22,24,1855,1867,1809,1813,4,12,3,8,17,11,0,0,22,23,22,25,20,24,0,0,1,0,0,0,1,0,0,1
050,33,001,New Hampshire,Belknap County,1,3,4075,2093,1982,2043,1940,6,3,6,7,16,13,0,0,22,19,2069,1963,2020,1921,5,3,6,7,16,13,0,0,22,19,24,19,23,19,1,0,0,0,0,0,0,0,0,0
050,33,001,New Hampshire,Belknap County,1,4,3716,1885,1831,1843,1774,6,3,7,11,13,16,0,1,16,26,1859,1816,1821,1760,3,3,6,10,13,16,0,1,16,26,26,15,22,14,3,0,1,1,0,0,0,0,0,0
050,33,001,New Hampshire,Belknap County,1,5,2536,1318,1218,1271,1177,16,10,6,5,7,9,2,2,16,15,1293,1204,1250,1167,14,7,6,5,7,9,0,2,16,14,25,14,21,10,2,3,0,0,0,0,2,0,0,1
050,33,001,New Hampshire,Belknap County,1,6,2817,1407,1410,1370,1365,10,5,4,6,13,12,0,3,10,19,1392,1397,1357,1358,9,4,4,6,13,11,0,2,9,16,15,13,13,7,1,1,0,0,0,1,0,1,1,3
050,33,001,New Hampshire,Belknap County,1,7,3556,1787,1769,1728,1737,19,2,7,6,15,14,0,0,18,10,1764,1758,1709,1727,16,2,6,5,15,14,0,0,18,10,23,11,19,10,3,0,1,1,0,0,0,0,0,0
050,33,001,New Hampshire,Belknap County,1,8,4556,2176,2380,2133,2331,8,5,14,8,11,17,0,1,10,18,2150,2364,2109,2317,8,5,13,8,11,16,0,1,9,17,26,16,24,14,0,0,1,0,0,1,0,0,1,1
050,33,001,New Hampshire,Belknap County,1,9,4885,2419,2466,2377,2423,7,3,8,5,12,17,0,0,15,18,2405,2451,2364,2409,6,2,8,5,12,17,0,0,15,18,14,15,13,14,1,1,0,0,0,0,0,0,0,0
050,33,001,New Hampshire,Belknap County,1,10,4679,2346,2333,2299,2283,6,5,10,8,13,17,0,0,18,20,2338,2317,2293,2267,5,5,10,8,12,17,0,0,18,20,8,16,6,16,1,0,0,0,1,0,0,0,0,0
050,33,001,New Hampshire,Belknap County,1,11,4296,2110,2186,2084,2149,3,3,6,8,6,14,0,0,11,12,2101,2178,2075,2142,3,3,6,8,6,14,0,0,11,11,9,8,9,7,0,0,0,0,0,0,0,0,0,1
050,33,001,New Hampshire,Belknap County,1,12,3355,1727,1628,1705,1605,2,0,6,4,5,8,0,0,9,11,1723,1621,1701,1599,2,0,6,3,5,8,0,0,9,11,4,7,4,6,0,0,0,1,0,0,0,0,0,0
