,state,county,fips total,1992,1996,2000,2004,2008,2012,2016,2020
0,Alabama,Autauga,01001,R,R,R,R,R,R,R,R
1,Alabama,Baldwin,01003,R,R,R,R,R,R,R,R
2,Alabama,Barbour,01005,D,D,D,R,R,D,R,R
3,Alabama,Bibb,01007,R,R,R,R,R,R,R,R
4,Alabama,Blount,01009,R,R,R,R,R,R,R,R
5,Alabama,Bullock,01011,D,D,D,D,D,D,D,D
6,Alabama,Butler,01013,D,D,R,R,R,R,R,R
7,Alabama,Calhoun,01015,R,R,R,R,R,R,R,R
8,Alabama,Chambers,01017,D,D,R,R,R,R,R,R
9,Alabama,Cherokee,01019,D,D,R,R,R,R,R,R
10,Alabama,Chilton,01021,R,R,R,R,R,R,R,R
11,Alabama,Choctaw,01023,D,D,D,R,R,R,R,R
12,Alabama,Clarke,01025,R,D,R,R,R,R,R,R
13,Alabama,Clay,01027,R,R,R,R,R,R,R,R
14,Alabama,Cleburne,01029,R,R,R,R,R,R,R,R
15,Alabama,Coffee,01031,R,R,R,R,R,R,R,R
16,Alabama,Colbert,01033,D,D,D,R,R,R,R,R
17,Alabama,Conecuh,01035,D,D,D,R,R,D,R,R
18,Alabama,Coosa,01037,D,D,R,R,R,R,R,R
19,Alabama,Covington,01039,R,R,R,R,R,R,R,R
20,Alabama,Crenshaw,01041,D,D,R,R,R,R,R,R
21,Alabama,Cullman,01043,R,R,R,R,R,R,R,R
22,Alabama,Dale,01045,R,R,R,R,R,R,R,R
23,Alabama,Dallas,01047,D,D,D,D,D,D,D,D
24,Alabama,Elmore,01051,R,R,R,R,R,R,R,R
25,Alabama,Escambia,01053,R,R,R,R,R,R,R,R
26,Alabama,Etowah,01055,D,D,R,R,R,R,R,R
27,Alabama,Fayette,01057,D,D,R,R,R,R,R,R
28,Alabama,Franklin,01059,D,D,R,R,R,R,R,R
29,Alabama,Geneva,01061,R,R,R,R,R,R,R,R
30,Alabama,Greene,01063,D,D,D,D,D,D,D,D
31,Alabama,Hale,01065,D,D,D,D,D,D,D,D
32,Alabama,Henry,01067,R,R,R,R,R,R,R,R
33,Alabama,Houston,01069,R,R,R,R,R,R,R,R
34,Alabama,Jackson,01071,D,D,D,R,R,R,R,R
35,Alabama,Jefferson,01073,R,R,R,R,D,D,D,D
36,Alabama,Lamar,01075,R,R,R,R,R,R,R,R
37,Alabama,Lauderdale,01077,D,R,R,R,R,R,R,R
38,Alabama,Lawrence,01079,D,D,D,R,R,R,R,R
39,Alabama,Lee,01081,R,R,R,R,R,R,R,R
40,Alabama,Limestone,01083,R,R,R,R,R,R,R,R
41,Alabama,Lowndes,01085,D,D,D,D,D,D,D,D
42,Alabama,Macon,01087,D,D,D,D,D,D,D,D
43,Alabama,Madison,01089,R,R,R,R,R,R,R,R
44,Alabama,Marengo,01091,D,D,D,R,D,D,D,D
45,Alabama,Marion,01093,D,D,R,R,R,R,R,R
46,Alabama,Marshall,01095,R,R,R,R,R,R,R,R
47,Alabama,Mobile,01097,R,R,R,R,R,R,R,R
48,Alabama,Monroe,01099,R,R,R,R,R,R,R,R
49,Alabama,Montgomery,01101,R,D,D,D,D,D,D,D
50,Alabama,Morgan,01103,R,R,R,R,R,R,R,R
51,Alabama,Perry,01105,D,D,D,D,D,D,D,D
52,Alabama,Pickens,01107,D,D,R,R,R,R,R,R
53,Alabama,Pike,01109,R,R,R,R,R,R,R,R
54,Alabama,Randolph,01111,R,R,R,R,R,R,R,R
55,Alabama,Russell,01113,D,D,D,D,D,D,D,D
56,Alabama,Shelby,01117,R,R,R,R,R,R,R,R
58,Alabama,Sumter,01119,D,D,D,D,D,D,D,D
59,Alabama,Talladega,01121,R,R,R,R,R,R,R,R
60,Alabama,Tallapoosa,01123,R,R,R,R,R,R,R,R
61,Alabama,Tuscaloosa,01125,R,R,R,R,R,R,R,R
62,Alabama,Walker,01127,D,D,R,R,R,R,R,R
63,Alabama,Washington,01129,D,D,R,R,R,R,R,R
64,Alabama,Wilcox,01131,D,D,D,D,D,D,D,D
65,Alabama,Winston,01133,R,R,R,R,R,R,R,R
66,Arizona,Apache,04001,D,D,D,D,D,D,D,D
67,Arizona,Cochise,04003,D,R,R,R,R,R,R,R
68,Arizona,Coconino,04005,D,D,D,D,D,D,D,D
69,Arizona,Gila,04007,D,D,R,R,R,R,R,R
70,Arizona,Graham,04009,R,R,R,R,R,R,R,R
71,Arizona,Greenlee,04011,D,D,R,R,R,R,R,R
72,Arizona,La Paz,04012,D,D,R,R,R,R,R,R
73,Arizona,Maricopa,04013,R,R,R,R,R,R,R,D
74,Arizona,Mohave,04015,R,R,R,R,R,R,R,R
75,Arizona,Navajo,04017,D,D,R,R,R,R,R,R
76,Arizona,Pima,04019,D,D,D,D,D,D,D,D
77,Arizona,Pinal,04021,D,D,R,R,R,R,R,R
78,Arizona,Santa Cruz,04023,D,D,D,D,D,D,D,D
79,Arizona,Yavapai,04025,R,R,R,R,R,R,R,R
80,Arizona,Yuma,04027,R,R,R,R,R,R,R,R
81,Arkansas,Arkansas,05001,D,D,R,R,R,R,R,R
82,Arkansas,Ashley,05003,D,D,D,R,R,R,R,R
83,Arkansas,Baxter,05005,D,R,R,R,R,R,R,R
84,Arkansas,Benton,05007,R,R,R,R,R,R,R,R
85,Arkansas,Boone,05009,D,R,R,R,R,R,R,R
86,Arkansas,Bradley,05011,D,D,D,D,R,R,R,R
87,Arkansas,Calhoun,05013,D,D,R,R,R,R,R,R
88,Arkansas,Carroll,05015,D,R,R,R,R,R,R,R
89,Arkansas,Chicot,05017,D,D,D,D,D,D,D,D
90,Arkansas,Clark,05019,D,D,D,D,R,R,R,R
91,Arkansas,Clay,05021,D,D,D,D,R,R,R,R
92,Arkansas,Cleburne,05023,D,D,R,R,R,R,R,R
93,Arkansas,Cleveland,05025,D,D,R,R,R,R,R,R
94,Arkansas,Columbia,05027,D,D,R,R,R,R,R,R
95,Arkansas,Conway,05029,D,D,R,R,R,R,R,R
96,Arkansas,Craighead,05031,D,D,D,R,R,R,R,R
97,Arkansas,Crawford,05033,R,R,R,R,R,R,R,R
98,Arkansas,Crittenden,05035,D,D,D,D,D,D,D,D
99,Arkansas,Cross,05037,D,D,D,R,R,R,R,R
100,Arkansas,Dallas,05039,D,D,D,R,R,R,R,R
101,Arkansas,Desha,05041,D,D,D,D,D,D,D,D
102,Arkansas,Drew,05043,D,D,D,R,R,R,R,R
103,Arkansas,Faulkner,05045,D,D,R,R,R,R,R,R
104,Arkansas,Franklin,05047,D,D,R,R,R,R,R,R
105,Arkansas,Fulton,05049,D,D,R,R,R,R,R,R
106,Arkansas,Garland,05051,D,D,R,R,R,R,R,R
107,Arkansas,Grant,05053,D,D,R,R,R,R,R,R
108,Arkansas,Greene,05055,D,D,D,R,R,R,R,R
109,Arkansas,Hempstead,05057,D,D,D,D,R,R,R,R
110,Arkansas,Hot Spring,05059,D,D,D,R,R,R,R,R
111,Arkansas,Howard,05061,D,D,R,R,R,R,R,R
112,Arkansas,Independence,05063,D,D,R,R,R,R,R,R
113,Arkansas,Izard,05065,D,D,D,R,R,R,R,R
114,Arkansas,Jackson,05067,D,D,D,D,R,R,R,R
115,Arkansas,Jefferson,05069,D,D,D,D,D,D,D,D
116,Arkansas,Johnson,05071,D,D,R,R,R,R,R,R
117,Arkansas,Lafayette,05073,D,D,D,R,R,R,R,R
118,Arkansas,Lawrence,05075,D,D,D,D,R,R,R,R
119,Arkansas,Lee,05077,D,D,D,D,D,D,D,D
120,Arkansas,Lincoln,05079,D,D,D,D,R,R,R,R
121,Arkansas,Little River,05081,D,D,D,D,R,R,R,R
122,Arkansas,Logan,05083,D,D,R,R,R,R,R,R
123,Arkansas,Lonoke,05085,D,D,R,R,R,R,R,R
124,Arkansas,Madison,05087,D,D,R,R,R,R,R,R
125,Arkansas,Marion,05089,D,D,R,R,R,R,R,R
126,Arkansas,Miller,05091,D,D,R,R,R,R,R,R
127,Arkansas,Mississippi,05093,D,D,D,D,R,R,R,R
128,Arkansas,Monroe,05095,D,D,D,D,R,R,R,R
130,Arkansas,Nevada,05099,D,D,D,R,R,R,R,R
131,Arkansas,Newton,05101,D,R,R,R,R,R,R,R
132,Arkansas,Ouachita,05103,D,D,D,R,R,R,R,R
133,Arkansas,Perry,05105,D,D,R,R,R,R,R,R
134,Arkansas,Phillips,05107,D,D,D,D,D,D,D,D
135,Arkansas,Pike,05109,D,D,R,R,R,R,R,R
136,Arkansas,Poinsett,05111,D,D,D,D,R,R,R,R
137,Arkansas,Polk,05113,D,R,R,R,R,R,R,R
138,Arkansas,Pope,05115,R,D,R,R,R,R,R,R
139,Arkansas,Prairie,05117,D,D,R,R,R,R,R,R
140,Arkansas,Pulaski,05119,D,D,D,D,D,D,D,D
141,Arkansas,Randolph,05121,D,D,D,D,R,R,R,R
142,Arkansas,Saline,05125,D,D,R,R,R,R,R,R
143,Arkansas,Scott,05127,D,D,R,R,R,R,R,R
144,Arkansas,Searcy,05129,R,R,R,R,R,R,R,R
145,Arkansas,Sebastian,05131,R,R,R,R,R,R,R,R
146,Arkansas,Sevier,05133,D,D,R,R,R,R,R,R
147,Arkansas,Sharp,05135,D,D,R,R,R,R,R,R
149,Arkansas,Stone,05137,D,D,R,R,R,R,R,R
150,Arkansas,Union,05139,D,D,R,R,R,R,R,R
151,Arkansas,Van Buren,05141,D,D,R,R,R,R,R,R
152,Arkansas,Washington,05143,D,D,R,R,R,R,R,R
153,Arkansas,White,05145,D,D,R,R,R,R,R,R
154,Arkansas,Woodruff,05147,D,D,D,D,D,D,R,R
155,Arkansas,Yell,05149,D,D,R,R,R,R,R,R
156,California,Alameda,06001,D,D,D,D,D,D,D,D
157,California,Alpine,06003,R,R,R,D,D,D,D,D
158,California,Amador,06005,R,R,R,R,R,R,R,R
159,California,Butte,06007,D,R,R,R,D,R,R,D
160,California,Calaveras,06009,R,R,R,R,R,R,R,R
161,California,Colusa,06011,R,R,R,R,R,R,R,R
162,California,Contra Costa,06013,D,D,D,D,D,D,D,D
163,California,Del Norte,06015,D,R,R,R,R,R,R,R
164,California,El Dorado,06017,R,R,R,R,R,R,R,R
165,California,Fresno,06019,D,R,R,R,D,D,D,D
166,California,Glenn,06021,R,R,R,R,R,R,R,R
167,California,Humboldt,06023,D,D,D,D,D,D,D,D
168,California,Imperial,06025,D,D,D,D,D,D,D,D
169,California,Inyo,06027,R,R,R,R,R,R,R,D
170,California,Kern,06029,R,R,R,R,R,R,R,R
171,California,Kings,06031,R,R,R,R,R,R,R,R
172,California,Lake,06033,D,D,D,D,D,D,D,D
173,California,Lassen,06035,R,R,R,R,R,R,R,R
174,California,Los Angeles,06037,D,D,D,D,D,D,D,D
175,California,Madera,06039,R,R,R,R,R,R,R,R
176,California,Marin,06041,D,D,D,D,D,D,D,D
177,California,Mariposa,06043,D,R,R,R,R,R,R,R
178,California,Mendocino,06045,D,D,D,D,D,D,D,D
179,California,Merced,06047,D,D,R,R,D,D,D,D
180,California,Modoc,06049,R,R,R,R,R,R,R,R
181,California,Mono,06051,R,R,R,D,D,D,D,D
182,California,Monterey,06053,D,D,D,D,D,D,D,D
183,California,Napa,06055,D,D,D,D,D,D,D,D
184,California,Nevada,06057,R,R,R,R,D,R,D,D
185,California,Orange,06059,R,R,R,R,R,R,D,D
186,California,Placer,06061,R,R,R,R,R,R,R,R
187,California,Plumas,06063,D,R,R,R,R,R,R,R
188,California,Riverside,06065,D,R,R,R,D,D,D,D
189,California,Sacramento,06067,D,D,D,D,D,D,D,D
190,California,San Benito,06069,D,D,D,D,D,D,D,D
191,California,San Bernardino,06071,D,D,R,R,D,D,D,D
192,California,San Diego,06073,D,R,R,R,D,D,D,D
193,California,San Francisco,06075,D,D,D,D,D,D,D,D
194,California,San Joaquin,06077,D,D,R,R,D,D,D,D
195,California,San Luis Obispo,06079,D,R,R,R,D,D,D,D
196,California,San Mateo,06081,D,D,D,D,D,D,D,D
197,California,Santa Barbara,06083,D,D,D,D,D,D,D,D
198,California,Santa Clara,06085,D,D,D,D,D,D,D,D
199,California,Santa Cruz,06087,D,D,D,D,D,D,D,D
200,California,Shasta,06089,R,R,R,R,R,R,R,R
201,California,Sierra,06091,R,R,R,R,R,R,R,R
202,California,Siskiyou,06093,D,R,R,R,R,R,R,R
203,California,Solano,06095,D,D,D,D,D,D,D,D
204,California,Sonoma,06097,D,D,D,D,D,D,D,D
205,California,Stanislaus,06099,D,D,R,R,D,D,D,D
206,California,Sutter,06101,R,R,R,R,R,R,R,R
207,California,Tehama,06103,D,R,R,R,R,R,R,R
209,California,Tulare,06107,R,R,R,R,R,R,R,R
210,California,Tuolumne,06109,D,R,R,R,R,R,R,R
211,California,Ventura,06111,D,D,R,R,D,D,D,D
212,California,Yolo,06113,D,D,D,D,D,D,D,D
213,California,Yuba,06115,R,R,R,R,R,R,R,R
214,Colorado,Adams,08001,D,D,D,D,D,D,D,D
215,Colorado,Alamosa,08003,D,D,R,R,D,D,D,R
216,Colorado,Arapahoe,08005,R,R,R,R,D,D,D,D
217,Colorado,Archuleta,08007,R,R,R,R,R,R,R,R
218,Colorado,Baca,08009,R,R,R,R,R,R,R,R
219,Colorado,Bent,08011,D,D,R,R,R,R,R,R
220,Colorado,Boulder,08013,D,D,D,D,D,D,D,D
222,Colorado,Chaffee,08015,R,R,R,R,R,D,R,D
223,Colorado,Cheyenne,08017,R,R,R,R,R,R,R,R
224,Colorado,Clear Creek,08019,D,D,R,D,D,D,D,D
225,Colorado,Conejos,08021,D,D,R,D,D,D,R,R
226,Colorado,Costilla,08023,D,D,D,D,D,D,D,D
227,Colorado,Crowley,08025,R,R,R,R,R,R,R,R
228,Colorado,Custer,08027,R,R,R,R,R,R,R,R
229,Colorado,Delta,08029,R,R,R,R,R,R,R,R
230,Colorado,Denver,08031,D,D,D,D,D,D,D,D
231,Colorado,Dolores,08033,R,R,R,R,R,R,R,R
232,Colorado,Douglas,08035,R,R,R,R,R,R,R,R
233,Colorado,Eagle,08037,D,D,R,D,D,D,D,D
234,Colorado,El Paso,08041,R,R,R,R,R,R,R,R
235,Colorado,Elbert,08039,R,R,R,R,R,R,R,R
236,Colorado,Fremont,08043,R,R,R,R,R,R,R,R
237,Colorado,Garfield,08045,D,R,R,R,R,R,R,D
238,Colorado,Gilpin,08047,D,D,D,D,D,D,D,D
239,Colorado,Grand,08049,R,R,R,R,R,R,R,R
240,Colorado,Gunnison,08051,D,D,R,D,D,D,D,D
241,Colorado,Hinsdale,08053,R,R,R,R,R,R,R,R
242,Colorado,Huerfano,08055,D,D,D,R,D,D,R,R
243,Colorado,Jackson,08057,R,R,R,R,R,R,R,R
244,Colorado,Jefferson,08059,R,R,R,R,D,D,D,D
245,Colorado,Kiowa,08061,R,R,R,R,R,R,R,R
246,Colorado,Kit Carson,08063,R,R,R,R,R,R,R,R
247,Colorado,La Plata,08067,D,R,R,D,D,D,D,D
248,Colorado,Lake,08065,D,D,D,D,D,D,D,D
249,Colorado,Larimer,08069,D,R,R,R,D,D,D,D
250,Colorado,Las Animas,08071,D,D,D,D,D,D,R,R
251,Colorado,Lincoln,08073,R,R,R,R,R,R,R,R
252,Colorado,Logan,08075,R,R,R,R,R,R,R,R
253,Colorado,Mesa,08077,R,R,R,R,R,R,R,R
254,Colorado,Mineral,08079,D,D,R,R,R,R,R,R
256,Colorado,Montezuma,08083,R,R,R,R,R,R,R,R
257,Colorado,Montrose,08085,R,R,R,R,R,R,R,R
258,Colorado,Morgan,08087,R,R,R,R,R,R,R,R
259,Colorado,Otero,08089,D,D,R,R,R,R,R,R
260,Colorado,Ouray,08091,R,R,R,R,D,D,D,D
261,Colorado,Park,08093,R,R,R,R,R,R,R,R
262,Colorado,Phillips,08095,R,R,R,R,R,R,R,R
263,Colorado,Pitkin,08097,D,D,D,D,D,D,D,D
264,Colorado,Prowers,08099,R,R,R,R,R,R,R,R
265,Colorado,Pueblo,08101,D,D,D,D,D,D,R,D
266,Colorado,Rio Blanco,08103,R,R,R,R,R,R,R,R
267,Colorado,Rio Grande,08105,R,R,R,R,R,R,R,R
268,Colorado,Routt,08107,D,D,R,D,D,D,D,D
269,Colorado,Saguache,08109,D,D,D,D,D,D,D,D
271,Colorado,San Miguel,08113,D,D,D,D,D,D,D,D
272,Colorado,Sedgwick,08115,R,R,R,R,R,R,R,R
273,Colorado,Summit,08117,D,D,D,D,D,D,D,D
274,Colorado,Teller,08119,R,R,R,R,R,R,R,R
275,Colorado,Washington,08121,R,R,R,R,R,R,R,R
276,Colorado,Weld,08123,R,R,R,R,R,R,R,R
277,Colorado,Yuma,08125,R,R,R,R,R,R,R,R
278,Connecticut,Fairfield,09001,R,D,D,D,D,D,D,D
279,Connecticut,Hartford,09003,D,D,D,D,D,D,D,D
280,Connecticut,Litchfield,09005,R,D,D,R,D,R,R,R
281,Connecticut,Middlesex,09007,D,D,D,D,D,D,D,D
282,Connecticut,New Haven,09009,D,D,D,D,D,D,D,D
283,Connecticut,New London,09011,D,D,D,D,D,D,D,D
284,Connecticut,Tolland,09013,D,D,D,D,D,D,D,D
285,Connecticut,Windham,09015,D,D,D,D,D,D,R,R
289,Florida,Alachua,12001,D,D,D,D,D,D,D,D
290,Florida,Baker,12003,R,R,R,R,R,R,R,R
291,Florida,Bay,12005,R,R,R,R,R,R,R,R
292,Florida,Bradford,12007,R,R,R,R,R,R,R,R
293,Florida,Brevard,12009,R,R,R,R,R,R,R,R
294,Florida,Broward,12011,D,D,D,D,D,D,D,D
295,Florida,Calhoun,12013,R,D,R,R,R,R,R,R
296,Florida,Charlotte,12015,R,R,R,R,R,R,R,R
297,Florida,Citrus,12017,R,D,R,R,R,R,R,R
298,Florida,Clay,12019,R,R,R,R,R,R,R,R
299,Florida,Collier,12021,R,R,R,R,R,R,R,R
300,Florida,Columbia,12023,R,R,R,R,R,R,R,R
301,Florida,Dixie,12029,D,D,R,R,R,R,R,R
302,Florida,Duval,12031,R,R,R,R,R,R,R,D
303,Florida,Escambia,12033,R,R,R,R,R,R,R,R
304,Florida,Flagler,12035,D,D,D,R,D,R,R,R
305,Florida,Franklin,12037,R,D,R,R,R,R,R,R
306,Florida,Gadsden,12039,D,D,D,D,D,D,D,D
307,Florida,Gilchrist,12041,D,D,R,R,R,R,R,R
308,Florida,Glades,12043,D,D,R,R,R,R,R,R
309,Florida,Gulf,12045,R,D,R,R,R,R,R,R
310,Florida,Hamilton,12047,D,D,R,R,R,R,R,R
311,Florida,Hardee,12049,R,R,R,R,R,R,R,R
312,Florida,Hendry,12051,R,D,R,R,R,R,R,R
313,Florida,Hernando,12053,D,D,D,R,R,R,R,R
314,Florida,Highlands,12055,R,R,R,R,R,R,R,R
315,Florida,Hillsborough,12057,R,D,R,R,D,D,D,D
316,Florida,Holmes,12059,R,R,R,R,R,R,R,R
317,Florida,Indian River,12061,R,R,R,R,R,R,R,R
318,Florida,Jackson,12063,R,R,R,R,R,R,R,R
319,Florida,Jefferson,12065,D,D,D,D,D,D,R,R
320,Florida,Lafayette,12067,R,R,R,R,R,R,R,R
321,Florida,Lake,12069,R,R,R,R,R,R,R,R
322,Florida,Lee,12071,R,R,R,R,R,R,R,R
323,Florida,Leon,12073,D,D,D,D,D,D,D,D
324,Florida,Levy,12075,D,D,R,R,R,R,R,R
325,Florida,Liberty,12077,R,R,R,R,R,R,R,R
326,Florida,Madison,12079,D,D,R,R,R,R,R,R
327,Florida,Manatee,12081,R,R,R,R,R,R,R,R
328,Florida,Marion,12083,R,R,R,R,R,R,R,R
329,Florida,Martin,12085,R,R,R,R,R,R,R,R
330,Florida,Miami-Dade,12086,D,D,D,D,D,D,D,D
331,Florida,Monroe,12087,D,D,D,D,D,D,R,R
332,Florida,Nassau,12089,R,R,R,R,R,R,R,R
333,Florida,Okaloosa,12091,R,R,R,R,R,R,R,R
334,Florida,Okeechobee,12093,D,D,R,R,R,R,R,R
335,Florida,Orange,12095,R,R,D,D,D,D,D,D
336,Florida,Osceola,12097,R,D,D,R,D,D,D,D
337,Florida,Palm Beach,12099,D,D,D,D,D,D,D,D
338,Florida,Pasco,12101,D,D,D,R,R,R,R,R
339,Florida,Pinellas,12103,D,D,D,R,D,D,R,D
340,Florida,Polk,12105,R,R,R,R,R,R,R,R
341,Florida,Putnam,12107,D,D,R,R,R,R,R,R
342,Florida,Santa Rosa,12113,R,R,R,R,R,R,R,R
343,Florida,Sarasota,12115,R,R,R,R,R,R,R,R
344,Florida,Seminole,12117,R,R,R,R,R,R,R,D
347,Florida,Sumter,12119,D,D,R,R,R,R,R,R
348,Florida,Suwannee,12121,R,R,R,R,R,R,R,R
349,Florida,Taylor,12123,R,D,R,R,R,R,R,R
350,Florida,Union,12125,R,R,R,R,R,R,R,R
351,Florida,Volusia,12127,D,D,D,D,D,R,R,R
352,Florida,Wakulla,12129,R,D,R,R,R,R,R,R
353,Florida,Walton,12131,R,R,R,R,R,R,R,R
354,Florida,Washington,12133,R,R,R,R,R,R,R,R
355,Georgia,Appling,13001,R,R,R,R,R,R,R,R
356,Georgia,Atkinson,13003,D,D,R,R,R,R,R,R
357,Georgia,Bacon,13005,D,R,R,R,R,R,R,R
358,Georgia,Baker,13007,D,D,D,D,D,D,R,R
359,Georgia,Baldwin,13009,D,D,R,R,D,D,D,D
360,Georgia,Banks,13011,R,R,R,R,R,R,R,R
361,Georgia,Barrow,13013,R,R,R,R,R,R,R,R
362,Georgia,Bartow,13015,R,R,R,R,R,R,R,R
363,Georgia,Ben Hill,13017,D,D,R,R,R,R,R,R
364,Georgia,Berrien,13019,D,D,R,R,R,R,R,R
365,Georgia,Bibb,13021,D,D,D,D,D,D,D,D
366,Georgia,Bleckley,13023,D,R,R,R,R,R,R,R
367,Georgia,Brantley,13025,D,R,R,R,R,R,R,R
368,Georgia,Brooks,13027,D,D,R,R,R,R,R,R
369,Georgia,Bryan,13029,R,R,R,R,R,R,R,R
370,Georgia,Bulloch,13031,R,R,R,R,R,R,R,R
371,Georgia,Burke,13033,D,D,D,R,D,D,D,R
372,Georgia,Butts,13035,D,D,R,R,R,R,R,R
373,Georgia,Calhoun,13037,D,D,D,D,D,D,D,D
374,Georgia,Camden,13039,R,R,R,R,R,R,R,R
375,Georgia,Candler,13043,D,R,R,R,R,R,R,R
376,Georgia,Carroll,13045,R,R,R,R,R,R,R,R
377,Georgia,Catoosa,13047,R,R,R,R,R,R,R,R
378,Georgia,Charlton,13049,R,R,R,R,R,R,R,R
379,Georgia,Chatham,13051,R,D,R,D,D,D,D,D
380,Georgia,Chattahoochee,13053,D,D,D,R,D,R,R,R
381,Georgia,Chattooga,13055,D,D,R,R,R,R,R,R
382,Georgia,Cherokee,13057,R,R,R,R,R,R,R,R
383,Georgia,Clarke,13059,D,D,D,D,D,D,D,D
384,Georgia,Clay,13061,D,D,D,D,D,D,D,D
385,Georgia,Clayton,13063,D,D,D,D,D,D,D,D
386,Georgia,Clinch,13065,R,D,R,R,R,R,R,R
387,Georgia,Cobb,13067,R,R,R,R,R,R,D,D
388,Georgia,Coffee,13069,R,R,R,R,R,R,R,R
389,Georgia,Colquitt,13071,R,R,R,R,R,R,R,R
390,Georgia,Columbia,13073,R,R,R,R,R,R,R,R
391,Georgia,Cook,13075,D,D,R,R,R,R,R,R
392,Georgia,Coweta,13077,R,R,R,R,R,R,R,R
393,Georgia,Crawford,13079,D,D,R,R,R,R,R,R
394,Georgia,Crisp,13081,D,D,R,R,R,R,R,R
395,Georgia,Dade,13083,R,R,R,R,R,R,R,R
396,Georgia,Dawson,13085,R,R,R,R,R,R,R,R
397,Georgia,Decatur,13087,D,D,R,R,R,R,R,R
398,Georgia,Dodge,13091,D,D,R,R,R,R,R,R
399,Georgia,Dooly,13093,D,D,D,D,D,D,R,R
400,Georgia,Dougherty,13095,D,D,D,D,D,D,D,D
401,Georgia,Douglas,13097,R,R,R,R,D,D,D,D
402,Georgia,Early,13099,D,D,R,R,R,D,R,R
403,Georgia,Echols,13101,R,R,R,R,R,R,R,R
404,Georgia,Effingham,13103,R,R,R,R,R,R,R,R
405,Georgia,Elbert,13105,D,D,R,R,R,R,R,R
406,Georgia,Emanuel,13107,D,D,R,R,R,R,R,R
407,Georgia,Evans,13109,R,R,R,R,R,R,R,R
408,Georgia,Fannin,13111,R,R,R,R,R,R,R,R
409,Georgia,Fayette,13113,R,R,R,R,R,R,R,R
410,Georgia,Floyd,13115,R,R,R,R,R,R,R,R
411,Georgia,Forsyth,13117,R,R,R,R,R,R,R,R
412,Georgia,Franklin,13119,D,R,R,R,R,R,R,R
413,Georgia,Fulton,13121,D,D,D,D,D,D,D,D
414,Georgia,Gilmer,13123,R,R,R,R,R,R,R,R
415,Georgia,Glascock,13125,R,R,R,R,R,R,R,R
416,Georgia,Glynn,13127,R,R,R,R,R,R,R,R
417,Georgia,Gordon,13129,R,R,R,R,R,R,R,R
418,Georgia,Grady,13131,D,D,R,R,R,R,R,R
419,Georgia,Greene,13133,D,D,R,R,R,R,R,R
420,Georgia,Gwinnett,13135,R,R,R,R,R,R,D,D
421,Georgia,Habersham,13137,R,R,R,R,R,R,R,R
422,Georgia,Hall,13139,R,R,R,R,R,R,R,R
423,Georgia,Hancock,13141,D,D,D,D,D,D,D,D
424,Georgia,Haralson,13143,D,R,R,R,R,R,R,R
425,Georgia,Harris,13145,R,R,R,R,R,R,R,R
426,Georgia,Hart,13147,D,D,R,R,R,R,R,R
427,Georgia,Heard,13149,D,D,R,R,R,R,R,R
428,Georgia,Henry,13151,R,R,R,R,R,R,D,D
429,Georgia,Houston,13153,R,R,R,R,R,R,R,R
430,Georgia,Irwin,13155,D,D,R,R,R,R,R,R
431,Georgia,Jackson,13157,R,R,R,R,R,R,R,R
432,Georgia,Jasper,13159,D,D,R,R,R,R,R,R
433,Georgia,Jeff Davis,13161,D,R,R,R,R,R,R,R
434,Georgia,Jefferson,13163,D,D,D,D,D,D,D,D
435,Georgia,Jenkins,13165,D,D,R,R,R,R,R,R
436,Georgia,Johnson,13167,D,D,R,R,R,R,R,R
437,Georgia,Jones,13169,D,R,R,R,R,R,R,R
438,Georgia,Lamar,13171,D,D,R,R,R,R,R,R
439,Georgia,Lanier,13173,D,D,R,R,R,R,R,R
440,Georgia,Laurens,13175,D,R,R,R,R,R,R,R
441,Georgia,Lee,13177,R,R,R,R,R,R,R,R
442,Georgia,Liberty,13179,D,D,D,D,D,D,D,D
443,Georgia,Lincoln,13181,D,R,R,R,R,R,R,R
444,Georgia,Long,13183,D,D,R,R,R,R,R,R
445,Georgia,Lowndes,13185,R,R,R,R,R,R,R,R
446,Georgia,Lumpkin,13187,D,R,R,R,R,R,R,R
447,Georgia,Macon,13193,D,D,D,D,D,D,D,D
448,Georgia,Madison,13195,R,R,R,R,R,R,R,R
449,Georgia,Marion,13197,D,D,R,R,R,R,R,R
450,Georgia,Meriwether,13199,D,D,D,R,R,R,R,R
451,Georgia,Miller,13201,D,D,R,R,R,R,R,R
452,Georgia,Mitchell,13205,D,D,D,R,R,R,R,R
453,Georgia,Monroe,13207,D,R,R,R,R,R,R,R
454,Georgia,Montgomery,13209,D,D,R,R,R,R,R,R
455,Georgia,Morgan,13211,D,R,R,R,R,R,R,R
456,Georgia,Murray,13213,R,R,R,R,R,R,R,R
457,Georgia,Muscogee,13215,D,D,D,D,D,D,D,D
458,Georgia,Newton,13217,D,R,R,R,D,D,D,D
459,Georgia,Oconee,13219,R,R,R,R,R,R,R,R
460,Georgia,Oglethorpe,13221,R,R,R,R,R,R,R,R
461,Georgia,Paulding,13223,R,R,R,R,R,R,R,R
462,Georgia,Peach,13225,D,D,D,R,D,D,R,R
463,Georgia,Pickens,13227,D,R,R,R,R,R,R,R
464,Georgia,Pierce,13229,R,R,R,R,R,R,R,R
465,Georgia,Pike,13231,R,R,R,R,R,R,R,R
