,state,county,fips total,1992,1996,2000,2004,2008,2012,2016,2020
2670,Virginia,Alleghany,51005,D,D,R,R,R,R,R,R
2671,Virginia,Amelia,51007,R,R,R,R,R,R,R,R
2672,Virginia,Amherst,51009,R,R,R,R,R,R,R,R
2673,Virginia,Appomattox,51011,R,R,R,R,R,R,R,R
2674,Virginia,Arlington,51013,D,D,D,D,D,D,D,D
2675,Virginia,Augusta,51015,R,R,R,R,R,R,R,R
2676,Virginia,Bath,51017,R,D,R,R,R,R,R,R
2677,Virginia,Bedford,51019,R,R,R,R,R,R,R,R
2678,Virginia,Bland,51021,R,R,R,R,R,R,R,R
2679,Virginia,Botetourt,51023,R,R,R,R,R,R,R,R
2680,Virginia,Brunswick,51025,D,D,D,D,D,D,D,D
2681,Virginia,Buchanan,51027,D,D,D,D,R,R,R,R
2682,Virginia,Buckingham,51029,R,D,R,R,D,D,R,R
2683,Virginia,Campbell,51031,R,R,R,R,R,R,R,R
2684,Virginia,Caroline,51033,D,D,D,R,D,D,R,R
2685,Virginia,Carroll,51035,R,R,R,R,R,R,R,R
2686,Virginia,Charles City,51036,D,D,D,D,D,D,D,D
2687,Virginia,Charlotte,51037,R,R,R,R,R,R,R,R
2688,Virginia,Chesterfield,51041,R,R,R,R,R,R,R,D
2689,Virginia,Clarke,51043,R,R,R,R,R,R,R,R
2690,Virginia,Craig,51045,R,R,R,R,R,R,R,R
2691,Virginia,Culpeper,51047,R,R,R,R,R,R,R,R
2692,Virginia,Cumberland,51049,R,R,R,R,R,R,R,R
2693,Virginia,Dickenson,51051,D,D,D,D,R,R,R,R
2694,Virginia,Dinwiddie,51053,R,D,R,R,R,R,R,R
2695,Virginia,Essex,51057,R,D,R,R,D,D,R,R
2696,Virginia,Fairfax,51059,R,R,R,D,D,D,D,D
2697,Virginia,Fauquier,51061,R,R,R,R,R,R,R,R
2698,Virginia,Floyd,51063,R,R,R,R,R,R,R,R
2699,Virginia,Fluvanna,51065,R,R,R,R,R,R,R,R
2700,Virginia,Franklin,51067,R,R,R,R,R,R,R,R
2701,Virginia,Frederick,51069,R,R,R,R,R,R,R,R
2702,Virginia,Giles,51071,D,D,R,R,R,R,R,R
2703,Virginia,Gloucester,51073,R,R,R,R,R,R,R,R
2704,Virginia,Goochland,51075,R,R,R,R,R,R,R,R
2705,Virginia,Grayson,51077,R,R,R,R,R,R,R,R
2706,Virginia,Greene,51079,R,R,R,R,R,R,R,R
2707,Virginia,Greensville,51081,D,D,D,D,D,D,D,D
2708,Virginia,Halifax,51083,R,R,R,R,R,R,R,R
2709,Virginia,Hanover,51085,R,R,R,R,R,R,R,R
2710,Virginia,Henrico,51087,R,R,R,R,D,D,D,D
2711,Virginia,Henry,51089,D,R,R,R,R,R,R,R
2712,Virginia,Highland,51091,R,R,R,R,R,R,R,R
2713,Virginia,James City,51095,R,R,R,R,R,R,R,D
2714,Virginia,King George,51099,R,R,R,R,R,R,R,R
2715,Virginia,King William,51101,R,R,R,R,R,R,R,R
2716,Virginia,Lancaster,51103,R,R,R,R,R,R,R,R
2717,Virginia,Lee,51105,D,D,R,R,R,R,R,R
2718,Virginia,Loudoun,51107,R,R,R,R,D,D,D,D
2719,Virginia,Louisa,51109,R,R,R,R,R,R,R,R
2720,Virginia,Lunenburg,51111,R,R,R,R,R,R,R,R
2721,Virginia,Madison,51113,R,R,R,R,R,R,R,R
2722,Virginia,Mathews,51115,R,R,R,R,R,R,R,R
2723,Virginia,Mecklenburg,51117,R,R,R,R,R,R,R,R
2724,Virginia,Middlesex,51119,R,R,R,R,R,R,R,R
2725,Virginia,Montgomery,51121,D,D,R,R,D,R,D,D
2726,Virginia,Nelson,51125,D,D,R,D,D,D,R,R
2727,Virginia,New Kent,51127,R,R,R,R,R,R,R,R
2728,Virginia,Northampton,51131,D,D,D,D,D,D,D,D
2729,Virginia,Northumberland,51133,R,R,R,R,R,R,R,R
2730,Virginia,Nottoway,51135,R,R,R,R,R,R,R,R
2731,Virginia,Orange,51137,R,R,R,R,R,R,R,R
2732,Virginia,Page,51139,R,R,R,R,R,R,R,R
2733,Virginia,Patrick,51141,R,R,R,R,R,R,R,R
2734,Virginia,Pittsylvania,51143,R,R,R,R,R,R,R,R
2735,Virginia,Powhatan,51145,R,R,R,R,R,R,R,R
2736,Virginia,Prince Edward,51147,R,D,R,D,D,D,D,D
2737,Virginia,Prince George,51149,R,R,R,R,R,R,R,R
2738,Virginia,Prince William,51153,R,R,R,R,D,D,D,D
2739,Virginia,Pulaski,51155,R,R,R,R,R,R,R,R
2740,Virginia,Rappahannock,51157,R,R,R,R,R,R,R,R
2741,Virginia,Richmond,51159,R,R,R,R,R,R,R,R
2742,Virginia,Roanoke,51161,R,R,R,R,R,R,R,R
2743,Virginia,Rockbridge,51163,R,R,R,R,R,R,R,R
2744,Virginia,Rockingham,51165,R,R,R,R,R,R,R,R
2745,Virginia,Russell,51167,D,D,D,R,R,R,R,R
2746,Virginia,Scott,51169,R,R,R,R,R,R,R,R
2747,Virginia,Shenandoah,51171,R,R,R,R,R,R,R,R
2748,Virginia,Smyth,51173,R,D,R,R,R,R,R,R
2749,Virginia,Southampton,51175,D,D,D,R,R,R,R,R
2750,Virginia,Spotsylvania,51177,R,R,R,R,R,R,R,R
2751,Virginia,Stafford,51179,R,R,R,R,R,R,R,D
2752,Virginia,Surry,51181,D,D,D,D,D,D,D,D
2753,Virginia,Sussex,51183,D,D,D,D,D,D,D,D
2754,Virginia,Tazewell,51185,D,D,R,R,R,R,R,R
2755,Virginia,Warren,51187,R,R,R,R,R,R,R,R
2756,Virginia,Washington,51191,R,R,R,R,R,R,R,R
2757,Virginia,Westmoreland,51193,D,D,R,R,D,D,R,R
2758,Virginia,Wise,51195,D,D,R,R,R,R,R,R
2759,Virginia,Wythe,51197,R,R,R,R,R,R,R,R
2760,Virginia,York,51199,R,R,R,R,R,R,R,R
2761,Washington,Adams,53001,R,R,R,R,R,R,R,R
2762,Washington,Asotin,53003,D,D,R,R,R,R,R,R
2763,Washington,Benton,53005,R,R,R,R,R,R,R,R
2764,Washington,Chelan,53007,R,R,R,R,R,R,R,R
2765,Washington,Clallam,53009,D,D,R,R,D,D,R,D
2766,Washington,Clark,53011,D,D,R,R,D,D,D,D
2767,Washington,Columbia,53013,R,R,R,R,R,R,R,R
2768,Washington,Cowlitz,53015,D,D,D,D,D,D,R,R
2769,Washington,Douglas,53017,R,R,R,R,R,R,R,R
2770,Washington,Ferry,53019,D,D,R,R,R,R,R,R
2771,Washington,Franklin,53021,R,R,R,R,R,R,R,R
2772,Washington,Garfield,53023,R,R,R,R,R,R,R,R
2773,Washington,Grant,53025,R,R,R,R,R,R,R,R
2774,Washington,Grays Harbor,53027,D,D,D,D,D,D,R,R
2775,Washington,Island,53029,D,R,R,R,D,D,D,D
2776,Washington,Jefferson,53031,D,D,D,D,D,D,D,D
2777,Washington,King,53033,D,D,D,D,D,D,D,D
2778,Washington,Kitsap,53035,D,D,D,D,D,D,D,D
2779,Washington,Kittitas,53037,D,D,R,R,R,R,R,R
2780,Washington,Klickitat,53039,D,D,R,R,D,R,R,R
2781,Washington,Lewis,53041,R,R,R,R,R,R,R,R
2782,Washington,Lincoln,53043,R,R,R,R,R,R,R,R
2783,Washington,Mason,53045,D,D,D,D,D,D,R,R
2784,Washington,Okanogan,53047,D,R,R,R,R,R,R,R
2785,Washington,Pacific,53049,D,D,D,D,D,D,R,R
2786,Washington,Pend Oreille,53051,D,D,R,R,R,R,R,R
2787,Washington,Pierce,53053,D,D,D,D,D,D,D,D
2788,Washington,San Juan,53055,D,D,D,D,D,D,D,D
2789,Washington,Skagit,53057,D,D,R,R,D,D,D,D
2790,Washington,Skamania,53059,D,D,R,R,D,R,R,R
2791,Washington,Snohomish,53061,D,D,D,D,D,D,D,D
2792,Washington,Spokane,53063,D,D,R,R,R,R,R,R
2793,Washington,Stevens,53065,R,R,R,R,R,R,R,R
2794,Washington,Thurston,53067,D,D,D,D,D,D,D,D
2795,Washington,Wahkiakum,53069,D,D,R,R,D,R,R,R
2796,Washington,Walla Walla,53071,R,R,R,R,R,R,R,R
2797,Washington,Whatcom,53073,D,D,R,D,D,D,D,D
2798,Washington,Whitman,53075,D,D,R,R,D,R,D,D
2799,Washington,Yakima,53077,R,R,R,R,R,R,R,R
2800,West Virginia,Barbour,54001,D,D,R,R,R,R,R,R
2801,West Virginia,Berkeley,54003,R,R,R,R,R,R,R,R
2802,West Virginia,Boone,54005,D,D,D,D,D,R,R,R
2803,West Virginia,Braxton,54007,D,D,D,D,D,R,R,R
2804,West Virginia,Brooke,54009,D,D,D,D,R,R,R,R
2805,West Virginia,Cabell,54011,D,D,R,R,R,R,R,R
2806,West Virginia,Calhoun,54013,D,D,R,R,R,R,R,R
2807,West Virginia,Clay,54015,D,D,R,R,R,R,R,R
2808,West Virginia,Doddridge,54017,R,R,R,R,R,R,R,R
2809,West Virginia,Fayette,54019,D,D,D,D,R,R,R,R
2810,West Virginia,Gilmer,54021,D,D,R,R,R,R,R,R
2811,West Virginia,Grant,54023,R,R,R,R,R,R,R,R
2812,West Virginia,Greenbrier,54025,D,D,R,R,R,R,R,R
2813,West Virginia,Hampshire,54027,R,R,R,R,R,R,R,R
2814,West Virginia,Hancock,54029,D,D,R,R,R,R,R,R
2815,West Virginia,Hardy,54031,R,D,R,R,R,R,R,R
2816,West Virginia,Harrison,54033,D,D,D,R,R,R,R,R
2817,West Virginia,Jackson,54035,D,D,R,R,R,R,R,R
2818,West Virginia,Jefferson,54037,D,D,R,R,D,R,R,R
2819,West Virginia,Kanawha,54039,D,D,D,R,R,R,R,R
2820,West Virginia,Lewis,54041,D,D,R,R,R,R,R,R
2821,West Virginia,Lincoln,54043,D,D,D,R,R,R,R,R
2822,West Virginia,Logan,54045,D,D,D,D,R,R,R,R
2823,West Virginia,Marion,54049,D,D,D,D,D,R,R,R
2824,West Virginia,Marshall,54051,D,D,R,R,R,R,R,R
2825,West Virginia,Mason,54053,D,D,R,R,R,R,R,R
2826,West Virginia,Mercer,54055,D,D,R,R,R,R,R,R
2827,West Virginia,Mineral,54057,R,R,R,R,R,R,R,R
2828,West Virginia,Mingo,54059,D,D,D,D,R,R,R,R
2829,West Virginia,Monongalia,54061,D,D,R,R,D,R,R,R
2830,West Virginia,Monroe,54063,D,D,R,R,R,R,R,R
2831,West Virginia,Morgan,54065,R,R,R,R,R,R,R,R
2832,West Virginia,Nicholas,54067,D,D,R,R,R,R,R,R
2833,West Virginia,Ohio,54069,D,D,R,R,R,R,R,R
2834,West Virginia,Pendleton,54071,D,D,R,R,R,R,R,R
2835,West Virginia,Pleasants,54073,D,D,R,R,R,R,R,R
2836,West Virginia,Pocahontas,54075,D,D,R,R,R,R,R,R
2837,West Virginia,Preston,54077,R,R,R,R,R,R,R,R
2838,West Virginia,Putnam,54079,R,R,R,R,R,R,R,R
2839,West Virginia,Raleigh,54081,D,D,R,R,R,R,R,R
2840,West Virginia,Randolph,54083,D,D,R,R,R,R,R,R
2841,West Virginia,Ritchie,54085,R,R,R,R,R,R,R,R
2842,West Virginia,Roane,54087,D,D,R,R,R,R,R,R
2843,West Virginia,Summers,54089,D,D,R,R,R,R,R,R
2844,West Virginia,Taylor,54091,D,D,R,R,R,R,R,R
2845,West Virginia,Tucker,54093,D,D,R,R,R,R,R,R
2846,West Virginia,Tyler,54095,R,D,R,R,R,R,R,R
2847,West Virginia,Upshur,54097,R,R,R,R,R,R,R,R
2848,West Virginia,Wayne,54099,D,D,R,R,R,R,R,R
2849,West Virginia,Webster,54101,D,D,D,D,D,R,R,R
2850,West Virginia,Wetzel,54103,D,D,R,R,R,R,R,R
2851,West Virginia,Wirt,54105,D,R,R,R,R,R,R,R
2852,West Virginia,Wood,54107,R,R,R,R,R,R,R,R
2853,West Virginia,Wyoming,54109,D,D,D,R,R,R,R,R
2854,Wisconsin,Adams,55001,D,D,D,D,D,D,R,R
2855,Wisconsin,Ashland,55003,D,D,D,D,D,D,D,D
2856,Wisconsin,Barron,55005,D,D,R,R,D,R,R,R
2857,Wisconsin,Bayfield,55007,D,D,D,D,D,D,D,D
2858,Wisconsin,Brown,55009,R,D,R,R,D,R,R,R
2859,Wisconsin,Buffalo,55011,D,D,D,D,D,D,R,R
2860,Wisconsin,Burnett,55013,D,D,R,R,D,R,R,R
2861,Wisconsin,Calumet,55015,R,R,R,R,D,R,R,R
2862,Wisconsin,Chippewa,55017,D,D,R,R,D,R,R,R
2863,Wisconsin,Clark,55019,D,D,R,R,D,R,R,R
2864,Wisconsin,Columbia,55021,D,D,D,R,D,D,R,R
2865,Wisconsin,Crawford,55023,D,D,D,D,D,D,R,R
2866,Wisconsin,Dane,55025,D,D,D,D,D,D,D,D
2867,Wisconsin,Dodge,55027,R,R,R,R,R,R,R,R
2868,Wisconsin,Door,55029,R,D,R,R,D,D,R,D
2869,Wisconsin,Douglas,55031,D,D,D,D,D,D,D,D
2870,Wisconsin,Dunn,55033,D,D,D,D,D,D,R,R
2871,Wisconsin,Eau Claire,55035,D,D,D,D,D,D,D,D
2872,Wisconsin,Florence,55037,D,R,R,R,R,R,R,R
2873,Wisconsin,Forest,55041,D,D,R,R,D,D,R,R
2874,Wisconsin,Grant,55043,D,D,D,D,D,D,R,R
2875,Wisconsin,Green,55045,D,D,D,D,D,D,D,D
2876,Wisconsin,Green Lake,55047,R,R,R,R,R,R,R,R
2877,Wisconsin,Iowa,55049,D,D,D,D,D,D,D,D
2878,Wisconsin,Iron,55051,D,D,R,D,D,R,R,R
2879,Wisconsin,Jackson,55053,D,D,D,D,D,D,R,R
2880,Wisconsin,Jefferson,55055,R,D,R,R,D,R,R,R
2881,Wisconsin,Juneau,55057,D,D,R,R,D,D,R,R
2882,Wisconsin,Kenosha,55059,D,D,D,D,D,D,R,R
2883,Wisconsin,Kewaunee,55061,D,D,R,R,D,R,R,R
2884,Wisconsin,La Crosse,55063,D,D,D,D,D,D,D,D
2885,Wisconsin,Lafayette,55065,D,D,D,D,D,D,R,R
2886,Wisconsin,Langlade,55067,R,D,R,R,D,R,R,R
2887,Wisconsin,Lincoln,55069,D,D,R,R,D,D,R,R
2888,Wisconsin,Manitowoc,55071,D,D,R,R,D,R,R,R
2889,Wisconsin,Marathon,55073,D,D,R,R,D,R,R,R
2890,Wisconsin,Marinette,55075,R,D,R,R,D,R,R,R
2891,Wisconsin,Marquette,55077,D,D,R,R,D,D,R,R
2892,Wisconsin,Menominee,55078,D,D,D,D,D,D,D,D
2893,Wisconsin,Milwaukee,55079,D,D,D,D,D,D,D,D
2894,Wisconsin,Monroe,55081,D,D,R,R,D,R,R,R
2895,Wisconsin,Oconto,55083,D,D,R,R,D,R,R,R
2896,Wisconsin,Oneida,55085,D,D,R,R,D,R,R,R
2897,Wisconsin,Outagamie,55087,R,D,R,R,D,R,R,R
2898,Wisconsin,Ozaukee,55089,R,R,R,R,R,R,R,R
2899,Wisconsin,Pepin,55091,D,D,D,D,D,D,R,R
2900,Wisconsin,Pierce,55093,D,D,D,D,D,R,R,R
2901,Wisconsin,Polk,55095,D,D,R,R,R,R,R,R
2902,Wisconsin,Portage,55097,D,D,D,D,D,D,D,D
2903,Wisconsin,Price,55099,D,D,R,D,D,D,R,R
2904,Wisconsin,Racine,55101,D,D,R,R,D,D,R,R
2905,Wisconsin,Richland,55103,D,D,R,R,D,D,R,R
2906,Wisconsin,Rock,55105,D,D,D,D,D,D,D,D
2907,Wisconsin,Rusk,55107,D,D,R,R,D,R,R,R
2908,Wisconsin,Sauk,55111,D,D,D,D,D,D,R,D
2909,Wisconsin,Sawyer,55113,D,D,R,R,D,D,R,R
2910,Wisconsin,Shawano,55115,R,D,R,R,D,R,R,R
2911,Wisconsin,Sheboygan,55117,R,D,R,R,R,R,R,R
2913,Wisconsin,Taylor,55119,R,D,R,R,R,R,R,R
2914,Wisconsin,Trempealeau,55121,D,D,D,D,D,D,R,R
2915,Wisconsin,Vernon,55123,D,D,D,D,D,D,R,R
2916,Wisconsin,Vilas,55125,R,R,R,R,R,R,R,R
2917,Wisconsin,Walworth,55127,R,R,R,R,R,R,R,R
2918,Wisconsin,Washburn,55129,D,D,R,R,D,R,R,R
2919,Wisconsin,Washington,55131,R,R,R,R,R,R,R,R
2920,Wisconsin,Waukesha,55133,R,R,R,R,R,R,R,R
2921,Wisconsin,Waupaca,55135,R,R,R,R,D,R,R,R
2922,Wisconsin,Waushara,55137,R,D,R,R,D,R,R,R
2923,Wisconsin,Winnebago,55139,R,D,R,R,D,D,R,R
2924,Wisconsin,Wood,55141,R,D,R,R,D,R,R,R
