State FIPS Code,County FIPS Code,County,Year,Labor Force Size,Employed,Unemployed,Unemployment Rate
28,111,Perry,2018,4264,4005,259,6.1
28,113,Pike,2018,14469,13603,866,6.0
28,115,Pontotoc,2018,14611,14031,580,4.0
28,117,Prentiss,2018,11243,10743,500,4.4
28,119,Quitman,2018,2359,2172,187,7.9
28,121,Rankin,2018,76134,73422,2712,3.6
28,123,Scott,2018,12920,12393,527,4.1
28,125,Sharkey,2018,1608,1487,121,7.5
28,127,Simpson,2018,10734,10226,508,4.7
28,129,Smith,2018,6756,6448,308,4.6
28,131,Stone,2018,6718,6317,401,6.0
28,133,Sunflower,2018,7786,7158,628,8.1
28,135,Tallahatchie,2018,5266,4976,290,5.5
28,137,Tate,2018,12270,11642,628,5.1
28,139,Tippah,2018,9444,9022,422,4.5
28,141,Tishomingo,2018,8503,8103,400,4.7
28,143,Tunica,2018,4399,4155,244,5.5
28,145,Union,2018,14026,13515,511,3.6
28,147,Walthall,2018,5055,4721,334,6.6
28,149,Warren,2018,20473,19329,1144,5.6
28,151,Washington,2018,17252,16050,1202,7.0
28,153,Wayne,2018,7321,6909,412,5.6
28,155,Webster,2018,3903,3703,200,5.1
28,157,Wilkinson,2018,2778,2532,246,8.9
28,159,Winston,2018,7300,6872,428,5.9
28,161,Yalobusha,2018,5112,4854,258,5.0
28,163,Yazoo,2018,9366,8828,538,5.7
29,1,Adair,2018,10625,10246,379,3.6
29,3,Andrew,2018,9718,9460,258,2.7
29,5,Atchison,2018,2766,2697,69,2.5
29,7,Audrain,2018,10791,10456,335,3.1
29,9,Barry,2018,15613,15149,464,3.0
29,11,Barton,2018,5179,5018,161,3.1
29,13,Bates,2018,7857,7552,305,3.9
29,15,Benton,2018,7168,6842,326,4.5
29,17,Bollinger,2018,5432,5234,198,3.6
29,19,Boone,2018,97589,95355,2234,2.3
29,21,Buchanan,2018,44363,43038,1325,3.0
29,23,Butler,2018,18116,17284,832,4.6
29,25,Caldwell,2018,4354,4216,138,3.2
29,27,Callaway,2018,21131,20513,618,2.9
29,29,Camden,2018,18594,17807,787,4.2
29,31,Cape Girardeau,2018,40247,39134,1113,2.8
29,33,Carroll,2018,4664,4516,148,3.2
29,35,Carter,2018,2507,2379,128,5.1
29,37,Cass,2018,54270,52591,1679,3.1
29,39,Cedar,2018,5700,5503,197,3.5
29,41,Chariton,2018,3765,3659,106,2.8
29,43,Christian,2018,44045,42900,1145,2.6
29,45,Clark,2018,3203,3079,124,3.9
29,47,Clay,2018,134904,130942,3962,2.9
29,49,Clinton,2018,10667,10322,345,3.2
29,51,Cole,2018,38482,37519,963,2.5
29,53,Cooper,2018,7421,7189,232,3.1
29,55,Crawford,2018,10843,10419,424,3.9
29,57,Dade,2018,3566,3469,97,2.7
29,59,Dallas,2018,6954,6676,278,4.0
29,61,Daviess,2018,4036,3914,122,3.0
29,63,DeKalb,2018,4849,4696,153,3.2
29,65,Dent,2018,6209,6004,205,3.3
29,67,Douglas,2018,5065,4836,229,4.5
29,69,Dunklin,2018,12029,11365,664,5.5
29,71,Franklin,2018,52558,50942,1616,3.1
29,73,Gasconade,2018,7741,7515,226,2.9
29,75,Gentry,2018,3574,3488,86,2.4
29,77,Greene,2018,148343,144519,3824,2.6
29,79,Grundy,2018,4542,4378,164,3.6
29,81,Harrison,2018,3843,3725,118,3.1
29,83,Henry,2018,9789,9438,351,3.6
29,85,Hickory,2018,3842,3683,159,4.1
29,87,Holt,2018,2647,2584,63,2.4
29,89,Howard,2018,4969,4828,141,2.8
29,91,Howell,2018,16266,15684,582,3.6
29,93,Iron,2018,3537,3345,192,5.4
29,95,Jackson,2018,358816,345183,13633,3.8
29,97,Jasper,2018,56500,54927,1573,2.8
29,99,Jefferson,2018,116703,113055,3648,3.1
29,101,Johnson,2018,22759,21913,846,3.7
29,103,Knox,2018,1917,1862,55,2.9
29,105,Laclede,2018,16784,16159,625,3.7
29,107,Lafayette,2018,16747,16199,548,3.3
29,109,Lawrence,2018,18078,17523,555,3.1
29,111,Lewis,2018,5074,4929,145,2.9
29,113,Lincoln,2018,28139,27221,918,3.3
29,115,Linn,2018,5124,4883,241,4.7
29,117,Livingston,2018,7502,7315,187,2.5
29,119,McDonald,2018,10454,10131,323,3.1
29,121,Macon,2018,7613,7386,227,3.0
29,123,Madison,2018,5460,5267,193,3.5
29,125,Maries,2018,3875,3747,128,3.3
29,127,Marion,2018,14441,13992,449,3.1
29,129,Mercer,2018,1907,1848,59,3.1
29,131,Miller,2018,12126,11682,444,3.7
29,133,Mississippi,2018,5942,5714,228,3.8
29,135,Moniteau,2018,7284,7067,217,3.0
29,137,Monroe,2018,3960,3818,142,3.6
29,139,Montgomery,2018,5691,5525,166,2.9
29,141,Morgan,2018,7970,7628,342,4.3
29,143,New Madrid,2018,8033,7650,383,4.8
29,145,Newton,2018,27072,26245,827,3.1
29,147,Nodaway,2018,10654,10341,313,2.9
29,149,Oregon,2018,3942,3805,137,3.5
29,151,Osage,2018,7056,6886,170,2.4
29,153,Ozark,2018,3445,3267,178,5.2
29,155,Pemiscot,2018,6317,5970,347,5.5
29,157,Perry,2018,10176,9937,239,2.3
29,159,Pettis,2018,20753,19892,861,4.1
29,161,Phelps,2018,19675,19066,609,3.1
29,163,Pike,2018,7676,7397,279,3.6
29,165,Platte,2018,57998,56495,1503,2.6
29,167,Polk,2018,14404,13875,529,3.7
29,169,Pulaski,2018,14612,14082,530,3.6
29,171,Putnam,2018,2422,2338,84,3.5
29,173,Ralls,2018,5616,5457,159,2.8
29,175,Randolph,2018,10239,9846,393,3.8
29,177,Ray,2018,10912,10512,400,3.7
29,179,Reynolds,2018,3033,2938,95,3.1
29,181,Ripley,2018,5099,4831,268,5.3
29,183,St. Charles,2018,224427,218731,5696,2.5
29,185,St. Clair,2018,3792,3626,166,4.4
29,186,Ste. Genevieve,2018,9200,8941,259,2.8
29,187,St. Francois,2018,26519,25546,973,3.7
29,189,St. Louis,2018,526231,510372,15859,3.0
29,195,Saline,2018,10727,10395,332,3.1
29,197,Schuyler,2018,2012,1929,83,4.1
29,199,Scotland,2018,2391,2323,68,2.8
29,201,Scott,2018,20047,19359,688,3.4
29,203,Shannon,2018,3240,3078,162,5.0
29,205,Shelby,2018,3023,2929,94,3.1
29,207,Stoddard,2018,13089,12506,583,4.5
29,209,Stone,2018,13724,13080,644,4.7
29,211,Sullivan,2018,2797,2709,88,3.1
29,213,Taney,2018,26940,25539,1401,5.2
29,215,Texas,2018,9030,8661,369,4.1
29,217,Vernon,2018,9568,9265,303,3.2
29,219,Warren,2018,17765,17266,499,2.8
29,221,Washington,2018,10210,9754,456,4.5
29,223,Wayne,2018,5339,5082,257,4.8
29,225,Webster,2018,16977,16447,530,3.1
29,227,Worth,2018,1192,1158,34,2.9
29,229,Wright,2018,7425,7115,310,4.2
29,510,St. Louis city,2018,151168,145297,5871,3.9
30,1,Beaverhead,2018,5042,4883,159,3.2
30,3,Big Horn,2018,5110,4613,497,9.7
30,5,Blaine,2018,2298,2198,100,4.4
30,7,Broadwater,2018,2627,2521,106,4.0
30,9,Carbon,2018,5480,5285,195,3.6
30,11,Carter,2018,667,650,17,2.5
30,13,Cascade,2018,37852,36475,1377,3.6
30,15,Chouteau,2018,2475,2400,75,3.0
30,17,Custer,2018,6078,5888,190,3.1
30,19,Daniels,2018,884,865,19,2.1
30,21,Dawson,2018,4633,4508,125,2.7
30,23,Deer Lodge,2018,5133,4948,185,3.6
30,25,Fallon,2018,1696,1665,31,1.8
30,27,Fergus,2018,5815,5599,216,3.7
30,29,Flathead,2018,47875,45538,2337,4.9
30,31,Gallatin,2018,66901,65185,1716,2.6
30,33,Garfield,2018,738,717,21,2.8
30,35,Glacier,2018,5719,5267,452,7.9
30,37,Golden Valley,2018,369,352,17,4.6
30,39,Granite,2018,1696,1605,91,5.4
30,41,Hill,2018,7683,7408,275,3.6
30,43,Jefferson,2018,5648,5429,219,3.9
30,45,Judith Basin,2018,913,882,31,3.4
30,47,Lake,2018,13139,12570,569,4.3
30,49,Lewis and Clark,2018,35439,34242,1197,3.4
30,51,Liberty,2018,960,936,24,2.5
30,53,Lincoln,2018,8087,7481,606,7.5
30,55,McCone,2018,967,949,18,1.9
30,57,Madison,2018,4580,4414,166,3.6
30,59,Meagher,2018,957,920,37,3.9
30,61,Mineral,2018,1721,1596,125,7.3
30,63,Missoula,2018,63256,61123,2133,3.4
30,65,Musselshell,2018,2284,2186,98,4.3
30,67,Park,2018,8853,8509,344,3.9
30,69,Petroleum,2018,281,270,11,3.9
30,71,Phillips,2018,1905,1818,87,4.6
30,73,Pondera,2018,2719,2608,111,4.1
30,75,Powder River,2018,969,941,28,2.9
30,77,Powell,2018,2919,2797,122,4.2
30,79,Prairie,2018,487,469,18,3.7
30,81,Ravalli,2018,19968,19120,848,4.2
30,83,Richland,2018,5884,5702,182,3.1
30,85,Roosevelt,2018,4475,4269,206,4.6
30,87,Rosebud,2018,3871,3664,207,5.3
30,89,Sanders,2018,4788,4478,310,6.5
30,91,Sheridan,2018,1759,1718,41,2.3
30,93,Silver Bow,2018,17257,16557,700,4.1
30,95,Stillwater,2018,4947,4776,171,3.5
30,97,Sweet Grass,2018,1777,1722,55,3.1
30,99,Teton,2018,2700,2608,92,3.4
30,101,Toole,2018,2132,2077,55,2.6
30,103,Treasure,2018,334,324,10,3.0
30,105,Valley,2018,4125,3998,127,3.1
30,107,Wheatland,2018,802,762,40,5.0
30,109,Wibaux,2018,466,450,16,3.4
30,111,Yellowstone,2018,81674,78923,2751,3.4
31,1,Adams,2018,16621,16136,485,2.9
31,3,Antelope,2018,3580,3493,87,2.4
31,5,Arthur,2018,222,211,11,5.0
31,7,Banner,2018,380,367,13,3.4
31,9,Blaine,2018,262,250,12,4.6
31,11,Boone,2018,2922,2856,66,2.3
31,13,Box Butte,2018,5421,5267,154,2.8
31,15,Boyd,2018,1080,1048,32,3.0
31,17,Brown,2018,1393,1346,47,3.4
31,19,Buffalo,2018,27817,27156,661,2.4
31,21,Burt,2018,3475,3357,118,3.4
31,23,Butler,2018,4561,4454,107,2.3
31,25,Cass,2018,13371,12966,405,3.0
31,27,Cedar,2018,4485,4381,104,2.3
31,29,Chase,2018,2283,2233,50,2.2
31,31,Cherry,2018,3346,3273,73,2.2
31,33,Cheyenne,2018,4713,4581,132,2.8
31,35,Clay,2018,3259,3156,103,3.2
31,37,Colfax,2018,5608,5472,136,2.4
31,39,Cuming,2018,4705,4587,118,2.5
31,41,Custer,2018,6442,6304,138,2.1
31,43,Dakota,2018,10711,10328,383,3.6
31,45,Dawes,2018,5036,4902,134,2.7
31,47,Dawson,2018,12979,12614,365,2.8
31,49,Deuel,2018,963,935,28,2.9
31,51,Dixon,2018,3021,2929,92,3.0
31,53,Dodge,2018,19469,18924,545,2.8
31,55,Douglas,2018,295677,286408,9269,3.1
31,57,Dundy,2018,1154,1129,25,2.2
31,59,Fillmore,2018,3155,3075,80,2.5
31,61,Franklin,2018,1478,1433,45,3.0
31,63,Frontier,2018,1519,1480,39,2.6
31,65,Furnas,2018,2633,2565,68,2.6
31,67,Gage,2018,10971,10621,350,3.2
31,69,Garden,2018,1187,1158,29,2.4
31,71,Garfield,2018,1167,1139,28,2.4
31,73,Gosper,2018,1061,1034,27,2.5
31,75,Grant,2018,420,409,11,2.6
31,77,Greeley,2018,1216,1184,32,2.6
31,79,Hall,2018,31978,30957,1021,3.2
31,81,Hamilton,2018,4761,4642,119,2.5
31,83,Harlan,2018,1776,1735,41,2.3
31,85,Hayes,2018,601,588,13,2.2
31,87,Hitchcock,2018,1259,1216,43,3.4
31,89,Holt,2018,5762,5614,148,2.6
31,91,Hooker,2018,403,388,15,3.7
31,93,Howard,2018,3363,3260,103,3.1
31,95,Jefferson,2018,4167,4063,104,2.5
31,97,Johnson,2018,2080,2006,74,3.6
31,99,Kearney,2018,3770,3691,79,2.1
31,101,Keith,2018,4562,4424,138,3.0
31,103,Keya Paha,2018,596,583,13,2.2
31,105,Kimball,2018,2027,1972,55,2.7
31,107,Knox,2018,4647,4503,144,3.1
31,109,Lancaster,2018,175338,170795,4543,2.6
31,111,Lincoln,2018,18358,17803,555,3.0
31,113,Logan,2018,466,453,13,2.8
31,115,Loup,2018,399,387,12,3.0
31,117,McPherson,2018,444,432,12,2.7
31,119,Madison,2018,19532,19035,497,2.5
31,121,Merrick,2018,4013,3900,113,2.8
31,123,Morrill,2018,2591,2521,70,2.7
31,125,Nance,2018,2017,1968,49,2.4
31,127,Nemaha,2018,3623,3497,126,3.5
31,129,Nuckolls,2018,2387,2322,65,2.7
31,131,Otoe,2018,8187,7951,236,2.9
31,133,Pawnee,2018,1478,1440,38,2.6
31,135,Perkins,2018,1825,1789,36,2.0
31,137,Phelps,2018,4903,4791,112,2.3
31,139,Pierce,2018,4111,4002,109,2.7
31,141,Platte,2018,17469,16999,470,2.7
31,143,Polk,2018,2905,2835,70,2.4
31,145,Red Willow,2018,5852,5712,140,2.4
31,147,Richardson,2018,4252,4123,129,3.0
31,149,Rock,2018,890,869,21,2.4
31,151,Saline,2018,7452,7226,226,3.0
31,153,Sarpy,2018,95293,92695,2598,2.7
31,155,Saunders,2018,11044,10735,309,2.8
31,157,Scotts Bluff,2018,18455,17852,603,3.3
31,159,Seward,2018,8828,8597,231,2.6
31,161,Sheridan,2018,2686,2618,68,2.5
31,163,Sherman,2018,1699,1654,45,2.6
31,165,Sioux,2018,743,724,19,2.6
31,167,Stanton,2018,3493,3405,88,2.5
31,169,Thayer,2018,2863,2798,65,2.3
31,171,Thomas,2018,437,425,12,2.7
31,173,Thurston,2018,2984,2862,122,4.1
31,175,Valley,2018,2088,2027,61,2.9
31,177,Washington,2018,11141,10824,317,2.8
31,179,Wayne,2018,5708,5567,141,2.5
31,181,Webster,2018,1651,1604,47,2.8
31,183,Wheeler,2018,576,562,14,2.4
31,185,York,2018,7327,7142,185,2.5
32,1,Churchill,2018,11038,10618,420,3.8
32,3,Clark,2018,1103345,1052555,50790,4.6
32,5,Douglas,2018,22942,21984,958,4.2
32,7,Elko,2018,27493,26645,848,3.1
32,9,Esmeralda,2018,424,403,21,5.0
32,11,Eureka,2018,1095,1068,27,2.5
32,13,Humboldt,2018,8074,7806,268,3.3
32,15,Lander,2018,3148,3038,110,3.5
32,17,Lincoln,2018,2067,1978,89,4.3
32,19,Lyon,2018,22360,21178,1182,5.3
32,21,Mineral,2018,1973,1872,101,5.1
32,23,Nye,2018,16723,15793,930,5.6
32,27,Pershing,2018,2582,2479,103,4.0
32,29,Storey,2018,1994,1909,85,4.3
32,31,Washoe,2018,250031,241293,8738,3.5
32,33,White Pine,2018,4586,4423,163,3.6
32,510,Carson City,2018,25730,24558,1172,4.6
33,1,Belknap,2018,31336,30510,826,2.6
33,3,Carroll,2018,23757,23128,629,2.6
33,5,Cheshire,2018,40823,39743,1080,2.6
33,7,Coos,2018,14626,14138,488,3.3
33,9,Grafton,2018,49475,48396,1079,2.2
33,11,Hillsborough,2018,238660,232108,6552,2.7
33,13,Merrimack,2018,83164,81236,1928,2.3
33,15,Rockingham,2018,185768,180414,5354,2.9
33,17,Strafford,2018,73734,71970,1764,2.4
33,19,Sullivan,2018,23213,22699,514,2.2
34,1,Atlantic,2018,119394,112626,6768,5.7
34,3,Bergen,2018,477023,461356,15667,3.3
34,5,Burlington,2018,228342,220071,8271,3.6
34,7,Camden,2018,250869,239663,11206,4.5
34,9,Cape May,2018,45669,41941,3728,8.2
34,11,Cumberland,2018,64829,60799,4030,6.2
34,13,Essex,2018,367056,348849,18207,5.0
34,15,Gloucester,2018,148379,142339,6040,4.1
34,17,Hudson,2018,357748,344434,13314,3.7
34,19,Hunterdon,2018,64028,62043,1985,3.1
34,21,Mercer,2018,199846,192883,6963,3.5
34,23,Middlesex,2018,435591,420369,15222,3.5
34,25,Monmouth,2018,325921,314447,11474,3.5
34,27,Morris,2018,254977,246969,8008,3.1
34,29,Ocean,2018,272973,261780,11193,4.1
34,31,Passaic,2018,240230,228454,11776,4.9
34,33,Salem,2018,28887,27367,1520,5.3
34,35,Somerset,2018,170148,164541,5607,3.3
34,37,Sussex,2018,73448,70668,2780,3.8
34,39,Union,2018,274884,263533,11351,4.1
34,41,Warren,2018,55194,53140,2054,3.7
35,1,Bernalillo,2018,331465,316532,14933,4.5
35,3,Catron,2018,1125,1053,72,6.4
35,5,Chaves,2018,27327,26000,1327,4.9
35,6,Cibola,2018,8988,8428,560,6.2
35,7,Colfax,2018,5536,5265,271,4.9
35,9,Curry,2018,21746,20873,873,4.0
35,11,De Baca,2018,770,736,34,4.4
35,13,Dona Ana,2018,97154,91628,5526,5.7
35,15,Eddy,2018,31766,30709,1057,3.3
35,17,Grant,2018,12377,11779,598,4.8
35,19,Guadalupe,2018,1632,1542,90,5.5
35,21,Harding,2018,280,265,15,5.4
35,23,Hidalgo,2018,2226,2142,84,3.8
35,25,Lea,2018,30186,28936,1250,4.1
35,27,Lincoln,2018,8775,8375,400,4.6
35,28,Los Alamos,2018,9165,8853,312,3.4
35,29,Luna,2018,10213,9004,1209,11.8
35,31,McKinley,2018,23983,22281,1702,7.1
35,33,Mora,2018,2291,2152,139,6.1
35,35,Otero,2018,24846,23625,1221,4.9
35,37,Quay,2018,3233,3078,155,4.8
35,39,Rio Arriba,2018,16728,15858,870,5.2
35,41,Roosevelt,2018,7876,7535,341,4.3
35,43,Sandoval,2018,66038,62774,3264,4.9
35,45,San Juan,2018,52605,49572,3033,5.8
35,47,San Miguel,2018,10990,10339,651,5.9
35,49,Santa Fe,2018,74640,71548,3092,4.1
35,51,Sierra,2018,4119,3831,288,7.0
35,53,Socorro,2018,6487,6145,342,5.3
35,55,Taos,2018,15102,14120,982,6.5
35,57,Torrance,2018,5648,5218,430,7.6
35,59,Union,2018,1794,1735,59,3.3
35,61,Valencia,2018,30536,28875,1661,5.4
36,1,Albany,2018,157316,151510,5806,3.7
36,3,Allegany,2018,19454,18368,1086,5.6
36,5,Bronx,2018,599225,565369,33856,5.6
36,7,Broome,2018,84026,79945,4081,4.9
36,9,Cattaraugus,2018,33996,32188,1808,5.3
36,11,Cayuga,2018,35930,34331,1599,4.5
36,13,Chautauqua,2018,54704,51958,2746,5.0
36,15,Chemung,2018,35306,33679,1627,4.6
36,17,Chenango,2018,22297,21260,1037,4.7
36,19,Clinton,2018,36220,34637,1583,4.4
36,21,Columbia,2018,31215,30179,1036,3.3
36,23,Cortland,2018,22826,21665,1161,5.1
36,25,Delaware,2018,19052,18131,921,4.8
36,27,Dutchess,2018,143449,138174,5275,3.7
36,29,Erie,2018,441563,422118,19445,4.4
36,31,Essex,2018,17026,16204,822,4.8
36,33,Franklin,2018,19572,18569,1003,5.1
36,35,Fulton,2018,22780,21621,1159,5.1
36,37,Genesee,2018,29692,28458,1234,4.2
36,39,Greene,2018,20588,19652,936,4.5
36,41,Hamilton,2018,2285,2129,156,6.8
36,43,Herkimer,2018,27758,26396,1362,4.9
36,45,Jefferson,2018,44431,41960,2471,5.6
36,47,Kings,2018,1200369,1149788,50581,4.2
36,49,Lewis,2018,11607,10963,644,5.5
36,51,Livingston,2018,30650,29329,1321,4.3
36,53,Madison,2018,32617,31061,1556,4.8
36,55,Monroe,2018,361497,346144,15353,4.2
36,57,Montgomery,2018,22395,21243,1152,5.1
36,59,Nassau,2018,705627,680890,24737,3.5
36,61,New York,2018,913478,880081,33397,3.7
36,63,Niagara,2018,98908,93746,5162,5.2
36,65,Oneida,2018,100779,96309,4470,4.4
36,67,Onondaga,2018,219524,210760,8764,4.0
36,69,Ontario,2018,55308,53140,2168,3.9
36,71,Orange,2018,183316,176204,7112,3.9
36,73,Orleans,2018,17511,16647,864,4.9
36,75,Oswego,2018,52668,49797,2871,5.5
36,77,Otsego,2018,27999,26783,1216,4.3
36,79,Putnam,2018,51007,49133,1874,3.7
36,81,Queens,2018,1140984,1100026,40958,3.6
36,83,Rensselaer,2018,81083,77935,3148,3.9
36,85,Richmond,2018,222584,213495,9089,4.1
36,87,Rockland,2018,154249,148531,5718,3.7
36,89,St. Lawrence,2018,43322,40903,2419,5.6
36,91,Saratoga,2018,118958,114777,4181,3.5
36,93,Schenectady,2018,76064,73021,3043,4.0
36,95,Schoharie,2018,14603,13900,703,4.8
36,97,Schuyler,2018,8215,7795,420,5.1
36,99,Seneca,2018,16071,15453,618,3.8
36,101,Steuben,2018,42556,40461,2095,4.9
36,103,Suffolk,2018,775521,745813,29708,3.8
36,105,Sullivan,2018,35880,34414,1466,4.1
36,107,Tioga,2018,22839,21844,995,4.4
36,109,Tompkins,2018,49950,48148,1802,3.6
36,111,Ulster,2018,88151,84718,3433,3.9
36,113,Warren,2018,31486,30024,1462,4.6
36,115,Washington,2018,27901,26743,1158,4.2
36,117,Wayne,2018,43716,41909,1807,4.1
36,119,Westchester,2018,481431,462774,18657,3.9
36,121,Wyoming,2018,17945,17115,830,4.6
36,123,Yates,2018,11769,11326,443,3.8
37,1,Alamance,2018,80867,77754,3113,3.8
37,3,Alexander,2018,17946,17364,582,3.2
37,5,Alleghany,2018,4315,4116,199,4.6
37,7,Anson,2018,10420,9947,473,4.5
37,9,Ashe,2018,12701,12235,466,3.7
37,11,Avery,2018,7599,7316,283,3.7
37,13,Beaufort,2018,19685,18762,923,4.7
37,15,Bertie,2018,7838,7444,394,5.0
37,17,Bladen,2018,14384,13609,775,5.4
37,19,Brunswick,2018,53201,50332,2869,5.4
37,21,Buncombe,2018,139003,134767,4236,3.0
37,23,Burke,2018,40843,39335,1508,3.7
37,25,Cabarrus,2018,107094,103149,3945,3.7
37,27,Caldwell,2018,36397,34969,1428,3.9
37,29,Camden,2018,4706,4527,179,3.8
37,31,Carteret,2018,31897,30488,1409,4.4
37,33,Caswell,2018,9829,9389,440,4.5
37,35,Catawba,2018,78679,75845,2834,3.6
37,37,Chatham,2018,35110,33902,1208,3.4
37,39,Cherokee,2018,11271,10759,512,4.5
37,41,Chowan,2018,5586,5333,253,4.5
37,43,Clay,2018,4124,3941,183,4.4
37,45,Cleveland,2018,47902,45971,1931,4.0
37,47,Columbus,2018,22376,21238,1138,5.1
37,49,Craven,2018,41537,39745,1792,4.3
37,51,Cumberland,2018,127654,120924,6730,5.3
37,53,Currituck,2018,13999,13489,510,3.6
37,55,Dare,2018,19968,18930,1038,5.2
37,57,Davidson,2018,80408,77409,2999,3.7
37,59,Davie,2018,20543,19823,720,3.5
37,61,Duplin,2018,25045,23947,1098,4.4
37,63,Durham,2018,168774,162707,6067,3.6
37,65,Edgecombe,2018,21508,20008,1500,7.0
37,67,Forsyth,2018,186924,179623,7301,3.9
37,69,Franklin,2018,30767,29501,1266,4.1
37,71,Gaston,2018,109090,104720,4370,4.0
37,73,Gates,2018,5318,5101,217,4.1
37,75,Graham,2018,3183,2994,189,5.9
37,77,Granville,2018,29972,28931,1041,3.5
37,79,Greene,2018,9533,9160,373,3.9
37,81,Guilford,2018,262117,250958,11159,4.3
37,83,Halifax,2018,20190,18943,1247,6.2
37,85,Harnett,2018,52890,50365,2525,4.8
37,87,Haywood,2018,29656,28631,1025,3.5
37,89,Henderson,2018,54528,52717,1811,3.3
37,91,Hertford,2018,9129,8661,468,5.1
37,93,Hoke,2018,20115,19082,1033,5.1
37,95,Hyde,2018,2016,1848,168,8.3
37,97,Iredell,2018,87863,84618,3245,3.7
37,99,Jackson,2018,19556,18722,834,4.3
37,101,Johnston,2018,97408,93793,3615,3.7
37,103,Jones,2018,4382,4194,188,4.3
37,105,Lee,2018,26510,25330,1180,4.5
37,107,Lenoir,2018,27874,26759,1115,4.0
37,109,Lincoln,2018,42642,41140,1502,3.5
37,111,McDowell,2018,21118,20388,730,3.5
37,113,Macon,2018,15358,14743,615,4.0
37,115,Madison,2018,10072,9698,374,3.7
37,117,Martin,2018,9290,8819,471,5.1
37,119,Mecklenburg,2018,611136,587592,23544,3.9
37,121,Mitchell,2018,6028,5753,275,4.6
37,123,Montgomery,2018,11535,11065,470,4.1
37,125,Moore,2018,41084,39482,1602,3.9
37,127,Nash,2018,43404,41153,2251,5.2
37,129,New Hanover,2018,121263,116545,4718,3.9
37,131,Northampton,2018,7637,7241,396,5.2
37,133,Onslow,2018,64349,61182,3167,4.9
37,135,Orange,2018,77617,75032,2585,3.3
37,137,Pamlico,2018,5324,5100,224,4.2
37,139,Pasquotank,2018,17022,16196,826,4.9
37,141,Pender,2018,28264,27062,1202,4.3
37,143,Perquimans,2018,5026,4779,247,4.9
37,145,Person,2018,18161,17393,768,4.2
37,147,Pitt,2018,89567,85657,3910,4.4
37,149,Polk,2018,8951,8606,345,3.9
37,151,Randolph,2018,66093,63555,2538,3.8
37,153,Richmond,2018,16552,15632,920,5.6
37,155,Robeson,2018,49731,46756,2975,6.0
37,157,Rockingham,2018,40118,38247,1871,4.7
37,159,Rowan,2018,64995,62348,2647,4.1
37,161,Rutherford,2018,24798,23512,1286,5.2
37,163,Sampson,2018,29286,28087,1199,4.1
37,165,Scotland,2018,11482,10625,857,7.5
37,167,Stanly,2018,29869,28776,1093,3.7
37,169,Stokes,2018,21588,20786,802,3.7
37,171,Surry,2018,34036,32818,1218,3.6
37,173,Swain,2018,6921,6618,303,4.4
37,175,Transylvania,2018,14287,13738,549,3.8
37,177,Tyrrell,2018,1477,1383,94,6.4
37,179,Union,2018,121615,117279,4336,3.6
37,181,Vance,2018,17423,16394,1029,5.9
37,183,Wake,2018,585506,565174,20332,3.5
37,185,Warren,2018,6561,6162,399,6.1
37,187,Washington,2018,4621,4341,280,6.1
37,189,Watauga,2018,28908,27875,1033,3.6
37,191,Wayne,2018,52586,50275,2311,4.4
37,193,Wilkes,2018,30155,29000,1155,3.8
37,195,Wilson,2018,35296,33079,2217,6.3
37,197,Yadkin,2018,17624,17018,606,3.4
37,199,Yancey,2018,8246,7944,302,3.7
38,1,Adams,2018,1068,1048,20,1.9
38,3,Barnes,2018,5260,5126,134,2.5
38,5,Benson,2018,2311,2226,85,3.7
38,7,Billings,2018,426,415,11,2.6
38,9,Bottineau,2018,3002,2907,95,3.2
38,11,Bowman,2018,1647,1618,29,1.8
38,13,Burke,2018,1076,1052,24,2.2
38,15,Burleigh,2018,49630,48392,1238,2.5
38,17,Cass,2018,102727,100505,2222,2.2
38,19,Cavalier,2018,1982,1933,49,2.5
38,21,Dickey,2018,2408,2367,41,1.7
38,23,Divide,2018,1535,1516,19,1.2
38,25,Dunn,2018,3061,3014,47,1.5
38,27,Eddy,2018,1246,1187,59,4.7
38,29,Emmons,2018,1486,1418,68,4.6
38,31,Foster,2018,1599,1559,40,2.5
38,33,Golden Valley,2018,890,873,17,1.9
38,35,Grand Forks,2018,38081,37269,812,2.1
38,37,Grant,2018,1211,1181,30,2.5
38,39,Griggs,2018,1056,1034,22,2.1
38,41,Hettinger,2018,1407,1380,27,1.9
38,43,Kidder,2018,1303,1248,55,4.2
38,45,LaMoure,2018,2126,2086,40,1.9
38,47,Logan,2018,899,878,21,2.3
38,49,McHenry,2018,3131,3013,118,3.8
38,51,McIntosh,2018,1149,1120,29,2.5
38,53,McKenzie,2018,9111,8964,147,1.6
38,55,McLean,2018,4770,4620,150,3.1
38,57,Mercer,2018,3955,3796,159,4.0
38,59,Morton,2018,16396,15890,506,3.1
38,61,Mountrail,2018,7113,7006,107,1.5
38,63,Nelson,2018,1417,1372,45,3.2
38,65,Oliver,2018,881,847,34,3.9
38,67,Pembina,2018,3385,3257,128,3.8
38,69,Pierce,2018,1780,1726,54,3.0
38,71,Ramsey,2018,5680,5527,153,2.7
38,73,Ransom,2018,2843,2791,52,1.8
38,75,Renville,2018,1224,1196,28,2.3
38,77,Richland,2018,8755,8538,217,2.5
38,79,Rolette,2018,4690,4269,421,9.0
38,81,Sargent,2018,2561,2516,45,1.8
