Office,State,RaceDate,CensusPop,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
Governor,Kentucky,19991109,N/A,BUTLER,346,"Martin, Peppy",Challenger,566,"Patton, Paul E.",Incumbent,RF,81,"Galbraith, Gatewood",Challenger,8,220,D,8.09,37.94,62.06,,,
Governor,Kentucky,19991109,N/A,CALDWELL,279,"Martin, Peppy",Challenger,"1,419","Patton, Paul E.",Incumbent,RF,167,"Galbraith, Gatewood",Challenger,18,"1,140",D,8.87,16.43,83.57,,,
Governor,Kentucky,19991109,N/A,CALLOWAY,366,"Martin, Peppy",Challenger,"3,074","Patton, Paul E.",Incumbent,RF,414,"Galbraith, Gatewood",Challenger,36,"2,660",D,10.64,10.64,89.36,,,
Governor,Kentucky,19991109,N/A,CAMPBELL,"2,783","Martin, Peppy",Challenger,"7,114","Patton, Paul E.",Incumbent,RF,916,"Galbraith, Gatewood",Challenger,92,"4,331",D,8.40,28.12,71.88,,,
Governor,Kentucky,19991109,N/A,CARLISLE,75,"Martin, Peppy",Challenger,768,"Patton, Paul E.",Incumbent,RF,79,"Galbraith, Gatewood",Challenger,1,689,D,8.56,8.90,91.10,,,
Governor,Kentucky,19991109,N/A,CARROLL,249,"Martin, Peppy",Challenger,"1,134","Patton, Paul E.",Incumbent,RF,136,"Galbraith, Gatewood",Challenger,14,885,D,8.87,18.00,82.00,,,
Governor,Kentucky,19991109,N/A,CARTER,634,"Martin, Peppy",Challenger,"2,301","Patton, Paul E.",Incumbent,RF,388,"Galbraith, Gatewood",Challenger,55,"1,667",D,11.49,21.60,78.40,,,
Governor,Kentucky,19991109,N/A,CASEY,935,"Martin, Peppy",Challenger,"1,179","Patton, Paul E.",Incumbent,RF,439,"Galbraith, Gatewood",Challenger,24,244,D,17.04,44.23,55.77,,,
Governor,Kentucky,19991109,N/A,CHRISTIAN,"1,064","Martin, Peppy",Challenger,"5,517","Patton, Paul E.",Incumbent,RF,410,"Galbraith, Gatewood",Challenger,71,"4,453",D,5.81,16.17,83.83,,,
Governor,Kentucky,19991109,N/A,CLARK,777,"Martin, Peppy",Challenger,"2,836","Patton, Paul E.",Incumbent,RF,"1,246","Galbraith, Gatewood",Challenger,85,"1,590",D,25.20,21.51,78.49,,,
Governor,Kentucky,19991109,N/A,CLAY,858,"Martin, Peppy",Challenger,738,"Patton, Paul E.",Incumbent,RF,351,"Galbraith, Gatewood",Challenger,15,120,R,17.89,53.76,46.24,,,
Governor,Kentucky,19991109,N/A,CLINTON,244,"Martin, Peppy",Challenger,344,"Patton, Paul E.",Incumbent,RF,96,"Galbraith, Gatewood",Challenger,7,100,D,13.89,41.50,58.50,,,
Governor,Kentucky,19991109,N/A,CRITTENDEN,188,"Martin, Peppy",Challenger,651,"Patton, Paul E.",Incumbent,RF,98,"Galbraith, Gatewood",Challenger,27,463,D,10.17,22.41,77.59,,,
Governor,Kentucky,19991109,N/A,CUMBERLAND,279,"Martin, Peppy",Challenger,620,"Patton, Paul E.",Incumbent,RF,80,"Galbraith, Gatewood",Challenger,8,341,D,8.11,31.03,68.97,,,
Governor,Kentucky,19991109,N/A,DAVIESS,"3,645","Martin, Peppy",Challenger,"13,646","Patton, Paul E.",Incumbent,RF,"1,123","Galbraith, Gatewood",Challenger,116,"10,001",D,6.06,21.08,78.92,,,
Governor,Kentucky,19991109,N/A,EDMONSON,318,"Martin, Peppy",Challenger,617,"Patton, Paul E.",Incumbent,RF,53,"Galbraith, Gatewood",Challenger,6,299,D,5.33,34.01,65.99,,,
Governor,Kentucky,19991109,N/A,ELLIOTT,87,"Martin, Peppy",Challenger,"1,013","Patton, Paul E.",Incumbent,RF,77,"Galbraith, Gatewood",Challenger,14,926,D,6.47,7.91,92.09,,,
Governor,Kentucky,19991109,N/A,ESTILL,371,"Martin, Peppy",Challenger,686,"Patton, Paul E.",Incumbent,RF,340,"Galbraith, Gatewood",Challenger,17,315,D,24.05,35.10,64.90,,,
Governor,Kentucky,19991109,N/A,FAYETTE,"6,669","Martin, Peppy",Challenger,"21,166","Patton, Paul E.",Incumbent,RF,"13,729","Galbraith, Gatewood",Challenger,"1,055","7,437",D,32.21,23.96,76.04,,,
Governor,Kentucky,19991109,N/A,FLEMING,458,"Martin, Peppy",Challenger,"1,021","Patton, Paul E.",Incumbent,RF,371,"Galbraith, Gatewood",Challenger,20,563,D,19.84,30.97,69.03,,,
Governor,Kentucky,19991109,N/A,FLOYD,"2,857","Martin, Peppy",Challenger,"4,193","Patton, Paul E.",Incumbent,RF,"3,198","Galbraith, Gatewood",Challenger,156,995,D,30.74,40.52,59.48,,,
Governor,Kentucky,19991109,N/A,FRANKLIN,"1,090","Martin, Peppy",Challenger,"8,873","Patton, Paul E.",Incumbent,RF,"2,869","Galbraith, Gatewood",Challenger,146,"6,004",D,22.11,10.94,89.06,,,
Governor,Kentucky,19991109,N/A,FULTON,75,"Martin, Peppy",Challenger,732,"Patton, Paul E.",Incumbent,RF,51,"Galbraith, Gatewood",Challenger,11,657,D,5.87,9.29,90.71,,,
Governor,Kentucky,19991109,N/A,GALLATIN,164,"Martin, Peppy",Challenger,603,"Patton, Paul E.",Incumbent,RF,117,"Galbraith, Gatewood",Challenger,10,439,D,13.09,21.38,78.62,,,
Governor,Kentucky,19991109,N/A,GARRARD,439,"Martin, Peppy",Challenger,783,"Patton, Paul E.",Incumbent,RF,427,"Galbraith, Gatewood",Challenger,12,344,D,25.71,35.92,64.08,,,
Governor,Kentucky,19991109,N/A,GRANT,702,"Martin, Peppy",Challenger,"2,005","Patton, Paul E.",Incumbent,RF,337,"Galbraith, Gatewood",Challenger,30,"1,303",D,10.96,25.93,74.07,,,
Governor,Kentucky,19991109,N/A,GRAVES,327,"Martin, Peppy",Challenger,"3,480","Patton, Paul E.",Incumbent,RF,454,"Galbraith, Gatewood",Challenger,25,"3,026",D,10.59,8.59,91.41,,,
Governor,Kentucky,19991109,N/A,GRAYSON,907,"Martin, Peppy",Challenger,"1,747","Patton, Paul E.",Incumbent,RF,228,"Galbraith, Gatewood",Challenger,33,840,D,7.82,34.17,65.83,,,
Governor,Kentucky,19991109,N/A,GREEN,581,"Martin, Peppy",Challenger,"1,054","Patton, Paul E.",Incumbent,RF,163,"Galbraith, Gatewood",Challenger,13,473,D,9.00,35.54,64.46,,,
Governor,Kentucky,19991109,N/A,GREENUP,988,"Martin, Peppy",Challenger,"3,372","Patton, Paul E.",Incumbent,RF,502,"Galbraith, Gatewood",Challenger,675,"2,384",D,9.07,22.66,77.34,,,
Governor,Kentucky,19991109,N/A,HANCOCK,216,"Martin, Peppy",Challenger,903,"Patton, Paul E.",Incumbent,RF,73,"Galbraith, Gatewood",Challenger,10,687,D,6.07,19.30,80.70,,,
Governor,Kentucky,19991109,N/A,HARDIN,"2,593","Martin, Peppy",Challenger,"8,808","Patton, Paul E.",Incumbent,RF,"1,277","Galbraith, Gatewood",Challenger,203,"6,215",D,9.91,22.74,77.26,,,
Governor,Kentucky,19991109,N/A,HARLAN,"2,194","Martin, Peppy",Challenger,"1,448","Patton, Paul E.",Incumbent,RF,800,"Galbraith, Gatewood",Challenger,53,746,R,17.80,60.24,39.76,,,
Governor,Kentucky,19991109,N/A,HARRISON,418,"Martin, Peppy",Challenger,"1,471","Patton, Paul E.",Incumbent,RF,599,"Galbraith, Gatewood",Challenger,22,872,D,23.86,22.13,77.87,,,
Governor,Kentucky,19991109,N/A,HART,493,"Martin, Peppy",Challenger,"1,114","Patton, Paul E.",Incumbent,RF,140,"Galbraith, Gatewood",Challenger,9,621,D,7.97,30.68,69.32,,,
Governor,Kentucky,19991109,N/A,HENDERSON,465,"Martin, Peppy",Challenger,"3,521","Patton, Paul E.",Incumbent,RF,394,"Galbraith, Gatewood",Challenger,57,"3,056",D,8.88,11.67,88.33,,,
Governor,Kentucky,19991109,N/A,HENRY,364,"Martin, Peppy",Challenger,"1,372","Patton, Paul E.",Incumbent,RF,375,"Galbraith, Gatewood",Challenger,29,997,D,17.52,20.97,79.03,,,
Governor,Kentucky,19991109,N/A,HICKMAN,70,"Martin, Peppy",Challenger,637,"Patton, Paul E.",Incumbent,RF,72,"Galbraith, Gatewood",Challenger,6,565,D,9.17,9.90,90.10,,,
Governor,Kentucky,19991109,N/A,HOPKINS,"1,422","Martin, Peppy",Challenger,"5,107","Patton, Paul E.",Incumbent,RF,644,"Galbraith, Gatewood",Challenger,86,"3,685",D,8.87,21.78,78.22,,,
Governor,Kentucky,19991109,N/A,JACKSON,363,"Martin, Peppy",Challenger,362,"Patton, Paul E.",Incumbent,RF,141,"Galbraith, Gatewood",Challenger,8,1,R,16.13,50.07,49.93,,,
Governor,Kentucky,19991109,N/A,JEFFERSON,"27,844","Martin, Peppy",Challenger,"80,442","Patton, Paul E.",Incumbent,RF,"14,850","Galbraith, Gatewood",Challenger,"3,571","52,598",D,11.72,25.71,74.29,,,
Governor,Kentucky,19991109,N/A,JESSAMINE,987,"Martin, Peppy",Challenger,"1,949","Patton, Paul E.",Incumbent,RF,"1,436","Galbraith, Gatewood",Challenger,97,513,D,32.13,33.62,66.38,,,
Governor,Kentucky,19991109,N/A,JOHNSON,"1,062","Martin, Peppy",Challenger,"1,564","Patton, Paul E.",Incumbent,RF,531,"Galbraith, Gatewood",Challenger,32,502,D,16.65,40.44,59.56,,,
Governor,Kentucky,19991109,N/A,KENTON,"3,518","Martin, Peppy",Challenger,"8,609","Patton, Paul E.",Incumbent,RF,"1,352","Galbraith, Gatewood",Challenger,204,"5,091",D,9.88,29.01,70.99,,,
Governor,Kentucky,19991109,N/A,KNOTT,"1,616","Martin, Peppy",Challenger,"2,006","Patton, Paul E.",Incumbent,RF,982,"Galbraith, Gatewood",Challenger,48,390,D,21.11,44.62,55.38,,,
Governor,Kentucky,19991109,N/A,KNOX,"1,002","Martin, Peppy",Challenger,"1,079","Patton, Paul E.",Incumbent,RF,285,"Galbraith, Gatewood",Challenger,32,77,D,11.88,48.15,51.85,,,
Governor,Kentucky,19991109,N/A,LARUE,362,"Martin, Peppy",Challenger,"1,058","Patton, Paul E.",Incumbent,RF,145,"Galbraith, Gatewood",Challenger,16,696,D,9.17,25.49,74.51,,,
Governor,Kentucky,19991109,N/A,LAUREL,"1,622","Martin, Peppy",Challenger,"1,716","Patton, Paul E.",Incumbent,RF,545,"Galbraith, Gatewood",Challenger,68,94,D,13.79,48.59,51.41,,,
Governor,Kentucky,19991109,N/A,LAWRENCE,448,"Martin, Peppy",Challenger,"1,341","Patton, Paul E.",Incumbent,RF,128,"Galbraith, Gatewood",Challenger,24,893,D,6.59,25.04,74.96,,,
Governor,Kentucky,19991109,N/A,LEE,320,"Martin, Peppy",Challenger,447,"Patton, Paul E.",Incumbent,RF,289,"Galbraith, Gatewood",Challenger,9,127,D,27.14,41.72,58.28,,,
Governor,Kentucky,19991109,N/A,LESLIE,"1,356","Martin, Peppy",Challenger,282,"Patton, Paul E.",Incumbent,RF,284,"Galbraith, Gatewood",Challenger,19,"1,072",R,14.63,82.78,17.22,,,
Governor,Kentucky,19991109,N/A,LETCHER,"2,237","Martin, Peppy",Challenger,"1,900","Patton, Paul E.",Incumbent,RF,"1,324","Galbraith, Gatewood",Challenger,80,337,R,23.89,54.07,45.93,,,
Governor,Kentucky,19991109,N/A,LEWIS,401,"Martin, Peppy",Challenger,591,"Patton, Paul E.",Incumbent,RF,92,"Galbraith, Gatewood",Challenger,9,190,D,8.42,40.42,59.58,,,
Governor,Kentucky,19991109,N/A,LINCOLN,427,"Martin, Peppy",Challenger,"1,197","Patton, Paul E.",Incumbent,RF,409,"Galbraith, Gatewood",Challenger,25,770,D,19.87,26.29,73.71,,,
Governor,Kentucky,19991109,N/A,LIVINGSTON,139,"Martin, Peppy",Challenger,936,"Patton, Paul E.",Incumbent,RF,146,"Galbraith, Gatewood",Challenger,9,790,D,11.87,12.93,87.07,,,
Governor,Kentucky,19991109,N/A,LOGAN,299,"Martin, Peppy",Challenger,"1,703","Patton, Paul E.",Incumbent,RF,97,"Galbraith, Gatewood",Challenger,17,"1,404",D,4.58,14.94,85.06,,,
Governor,Kentucky,19991109,N/A,LYON,182,"Martin, Peppy",Challenger,"1,013","Patton, Paul E.",Incumbent,RF,131,"Galbraith, Gatewood",Challenger,10,831,D,9.81,15.23,84.77,,,
Governor,Kentucky,19991109,N/A,MADISON,"2,042","Martin, Peppy",Challenger,"5,306","Patton, Paul E.",Incumbent,RF,"1,964","Galbraith, Gatewood",Challenger,147,"3,264",D,20.76,27.79,72.21,,,
Governor,Kentucky,19991109,N/A,MAGOFFIN,959,"Martin, Peppy",Challenger,"1,824","Patton, Paul E.",Incumbent,RF,385,"Galbraith, Gatewood",Challenger,40,865,D,12.00,34.46,65.54,,,
Governor,Kentucky,19991109,N/A,MARION,348,"Martin, Peppy",Challenger,"2,288","Patton, Paul E.",Incumbent,RF,467,"Galbraith, Gatewood",Challenger,31,"1,821",D,14.90,13.20,86.80,,,
Governor,Kentucky,19991109,N/A,MARSHALL,450,"Martin, Peppy",Challenger,"3,507","Patton, Paul E.",Incumbent,RF,535,"Galbraith, Gatewood",Challenger,53,"2,972",D,11.77,11.37,88.63,,,
Governor,Kentucky,19991109,N/A,MARTIN,874,"Martin, Peppy",Challenger,402,"Patton, Paul E.",Incumbent,RF,173,"Galbraith, Gatewood",Challenger,16,472,R,11.81,68.50,31.50,,,
Governor,Kentucky,19991109,N/A,MASON,358,"Martin, Peppy",Challenger,"1,073","Patton, Paul E.",Incumbent,RF,271,"Galbraith, Gatewood",Challenger,16,715,D,15.77,25.02,74.98,,,
Governor,Kentucky,19991109,N/A,MCCRACKEN,712,"Martin, Peppy",Challenger,"5,705","Patton, Paul E.",Incumbent,RF,"1,010","Galbraith, Gatewood",Challenger,54,"4,695",D,13.50,11.10,88.90,,,
Governor,Kentucky,19991109,N/A,MCCREARY,420,"Martin, Peppy",Challenger,454,"Patton, Paul E.",Incumbent,RF,80,"Galbraith, Gatewood",Challenger,27,34,D,8.15,48.05,51.95,,,
Governor,Kentucky,19991109,N/A,MCLEAN,293,"Martin, Peppy",Challenger,933,"Patton, Paul E.",Incumbent,RF,110,"Galbraith, Gatewood",Challenger,19,640,D,8.12,23.90,76.10,,,
Governor,Kentucky,19991109,N/A,MEADE,659,"Martin, Peppy",Challenger,"2,513","Patton, Paul E.",Incumbent,RF,424,"Galbraith, Gatewood",Challenger,42,"1,854",D,11.65,20.78,79.22,,,
Governor,Kentucky,19991109,N/A,MENIFEE,245,"Martin, Peppy",Challenger,720,"Patton, Paul E.",Incumbent,RF,265,"Galbraith, Gatewood",Challenger,15,455,D,21.29,25.39,74.61,,,
Governor,Kentucky,19991109,N/A,MERCER,788,"Martin, Peppy",Challenger,"2,361","Patton, Paul E.",Incumbent,RF,935,"Galbraith, Gatewood",Challenger,74,"1,426",D,22.49,25.02,74.98,,,
Governor,Kentucky,19991109,N/A,METCALFE,220,"Martin, Peppy",Challenger,773,"Patton, Paul E.",Incumbent,RF,67,"Galbraith, Gatewood",Challenger,4,553,D,6.30,22.16,77.84,,,
Governor,Kentucky,19991109,N/A,MONROE,659,"Martin, Peppy",Challenger,"1,094","Patton, Paul E.",Incumbent,RF,99,"Galbraith, Gatewood",Challenger,27,435,D,5.27,37.59,62.41,,,
Governor,Kentucky,19991109,N/A,MONTGOMERY,411,"Martin, Peppy",Challenger,"1,626","Patton, Paul E.",Incumbent,RF,660,"Galbraith, Gatewood",Challenger,29,966,D,24.21,20.18,79.82,,,
Governor,Kentucky,19991109,N/A,MORGAN,458,"Martin, Peppy",Challenger,"1,196","Patton, Paul E.",Incumbent,RF,308,"Galbraith, Gatewood",Challenger,31,738,D,15.45,27.69,72.31,,,
Governor,Kentucky,19991109,N/A,MUHLENBERG,562,"Martin, Peppy",Challenger,"2,134","Patton, Paul E.",Incumbent,RF,247,"Galbraith, Gatewood",Challenger,30,"1,572",D,8.31,20.85,79.15,,,
Governor,Kentucky,19991109,N/A,NELSON,902,"Martin, Peppy",Challenger,"3,763","Patton, Paul E.",Incumbent,RF,832,"Galbraith, Gatewood",Challenger,89,"2,861",D,14.89,19.34,80.66,,,
Governor,Kentucky,19991109,N/A,NICHOLAS,87,"Martin, Peppy",Challenger,625,"Patton, Paul E.",Incumbent,RF,392,"Galbraith, Gatewood",Challenger,3,233,D,35.41,12.22,87.78,,,
Governor,Kentucky,19991109,N/A,OHIO,"1,687","Martin, Peppy",Challenger,"2,926","Patton, Paul E.",Incumbent,RF,308,"Galbraith, Gatewood",Challenger,31,"1,239",D,6.22,36.57,63.43,,,
Governor,Kentucky,19991109,N/A,OLDHAM,"1,530","Martin, Peppy",Challenger,"3,209","Patton, Paul E.",Incumbent,RF,"1,098","Galbraith, Gatewood",Challenger,166,"1,679",D,18.29,32.29,67.71,,,
Governor,Kentucky,19991109,N/A,OWEN,434,"Martin, Peppy",Challenger,"1,916","Patton, Paul E.",Incumbent,RF,615,"Galbraith, Gatewood",Challenger,52,"1,301",D,20.38,18.47,81.53,,,
Governor,Kentucky,19991109,N/A,OWSLEY,161,"Martin, Peppy",Challenger,304,"Patton, Paul E.",Incumbent,RF,107,"Galbraith, Gatewood",Challenger,3,143,D,18.61,34.62,65.38,,,
Governor,Kentucky,19991109,N/A,PENDLETON,273,"Martin, Peppy",Challenger,907,"Patton, Paul E.",Incumbent,RF,143,"Galbraith, Gatewood",Challenger,14,634,D,10.70,23.14,76.86,,,
Governor,Kentucky,19991109,N/A,PERRY,"1,965","Martin, Peppy",Challenger,"1,668","Patton, Paul E.",Incumbent,RF,920,"Galbraith, Gatewood",Challenger,46,297,R,20.00,54.09,45.91,,,
Governor,Kentucky,19991109,N/A,PIKE,"4,129","Martin, Peppy",Challenger,"6,183","Patton, Paul E.",Incumbent,RF,"3,027","Galbraith, Gatewood",Challenger,130,"2,054",D,22.47,40.04,59.96,,,
Governor,Kentucky,19991109,N/A,POWELL,280,"Martin, Peppy",Challenger,865,"Patton, Paul E.",Incumbent,RF,334,"Galbraith, Gatewood",Challenger,11,531,D,22.42,24.45,75.55,,,
Governor,Kentucky,19991109,N/A,PULASKI,"2,502","Martin, Peppy",Challenger,"2,611","Patton, Paul E.",Incumbent,RF,873,"Galbraith, Gatewood",Challenger,81,109,D,14.39,48.93,51.07,,,
Governor,Kentucky,19991109,N/A,ROBERTSON,89,"Martin, Peppy",Challenger,193,"Patton, Paul E.",Incumbent,RF,101,"Galbraith, Gatewood",Challenger,N/A,92,D,26.37,31.56,68.44,,,
Governor,Kentucky,19991109,N/A,ROCKCASTLE,546,"Martin, Peppy",Challenger,565,"Patton, Paul E.",Incumbent,RF,312,"Galbraith, Gatewood",Challenger,15,19,D,21.70,49.14,50.86,,,
Governor,Kentucky,19991109,N/A,ROWAN,361,"Martin, Peppy",Challenger,"1,575","Patton, Paul E.",Incumbent,RF,492,"Galbraith, Gatewood",Challenger,35,"1,083",D,19.98,18.65,81.35,,,
Governor,Kentucky,19991109,N/A,RUSSELL,562,"Martin, Peppy",Challenger,808,"Patton, Paul E.",Incumbent,RF,189,"Galbraith, Gatewood",Challenger,9,246,D,12.05,41.02,58.98,,,
Governor,Kentucky,19991109,N/A,SCOTT,764,"Martin, Peppy",Challenger,"2,618","Patton, Paul E.",Incumbent,RF,"1,303","Galbraith, Gatewood",Challenger,74,"1,315",D,27.38,22.59,77.41,,,
Governor,Kentucky,19991109,N/A,SHELBY,673,"Martin, Peppy",Challenger,"2,728","Patton, Paul E.",Incumbent,RF,713,"Galbraith, Gatewood",Challenger,88,"2,015",D,16.97,19.79,80.21,,,
Governor,Kentucky,19991109,N/A,SIMPSON,176,"Martin, Peppy",Challenger,858,"Patton, Paul E.",Incumbent,RF,79,"Galbraith, Gatewood",Challenger,18,682,D,6.98,17.02,82.98,,,
Governor,Kentucky,19991109,N/A,SPENCER,258,"Martin, Peppy",Challenger,"1,013","Patton, Paul E.",Incumbent,RF,236,"Galbraith, Gatewood",Challenger,26,755,D,15.39,20.30,79.70,,,
Governor,Kentucky,19991109,N/A,TAYLOR,932,"Martin, Peppy",Challenger,"2,723","Patton, Paul E.",Incumbent,RF,322,"Galbraith, Gatewood",Challenger,46,"1,791",D,8.00,25.50,74.50,,,
Governor,Kentucky,19991109,N/A,TODD,161,"Martin, Peppy",Challenger,757,"Patton, Paul E.",Incumbent,RF,69,"Galbraith, Gatewood",Challenger,13,596,D,6.90,17.54,82.46,,,
Governor,Kentucky,19991109,N/A,TRIGG,265,"Martin, Peppy",Challenger,"1,159","Patton, Paul E.",Incumbent,RF,107,"Galbraith, Gatewood",Challenger,26,894,D,6.87,18.61,81.39,,,
Governor,Kentucky,19991109,N/A,TRIMBLE,145,"Martin, Peppy",Challenger,700,"Patton, Paul E.",Incumbent,RF,165,"Galbraith, Gatewood",Challenger,6,535,D,16.24,17.16,82.84,,,
Governor,Kentucky,19991109,N/A,UNION,209,"Martin, Peppy",Challenger,"1,179","Patton, Paul E.",Incumbent,RF,119,"Galbraith, Gatewood",Challenger,22,970,D,7.78,15.06,84.94,,,
Governor,Kentucky,19991109,N/A,WARREN,"2,347","Martin, Peppy",Challenger,"9,101","Patton, Paul E.",Incumbent,RF,"1,165","Galbraith, Gatewood",Challenger,144,"6,754",D,9.13,20.50,79.50,,,
Governor,Kentucky,19991109,N/A,WASHINGTON,357,"Martin, Peppy",Challenger,"1,212","Patton, Paul E.",Incumbent,RF,302,"Galbraith, Gatewood",Challenger,16,855,D,16.00,22.75,77.25,,,
Governor,Kentucky,19991109,N/A,WAYNE,935,"Martin, Peppy",Challenger,"1,590","Patton, Paul E.",Incumbent,RF,327,"Galbraith, Gatewood",Challenger,24,655,D,11.37,37.03,62.97,,,
Governor,Kentucky,19991109,N/A,WEBSTER,259,"Martin, Peppy",Challenger,"1,106","Patton, Paul E.",Incumbent,RF,169,"Galbraith, Gatewood",Challenger,12,847,D,10.93,18.97,81.03,,,
Governor,Kentucky,19991109,N/A,WHITLEY,"1,052","Martin, Peppy",Challenger,"1,475","Patton, Paul E.",Incumbent,RF,321,"Galbraith, Gatewood",Challenger,71,423,D,11.00,41.63,58.37,,,
Governor,Kentucky,19991109,N/A,WOLFE,180,"Martin, Peppy",Challenger,544,"Patton, Paul E.",Incumbent,RF,151,"Galbraith, Gatewood",Challenger,8,364,D,17.10,24.86,75.14,,,
Governor,Kentucky,19991109,N/A,WOODFORD,777,"Martin, Peppy",Challenger,"2,466","Patton, Paul E.",Incumbent,RF,"1,504","Galbraith, Gatewood",Challenger,82,962,D,31.15,23.96,76.04,,,
Governor,Louisiana,19991023,N/A,ACADIA,"13,161","Foster, Mike",Incumbent,"3,764","Jefferson, William J.",Challenger,N/A,N/A,N/A,N/A,"1,212","9,397",R,.00,77.76,22.24,There was no run-off needed because Foster won over 50% of the vote.,There was no run-off needed because Foster won over 50% of the vote.,
Governor,Louisiana,19991023,N/A,ALLEN,"3,965","Foster, Mike",Incumbent,"1,518","Jefferson, William J.",Challenger,N/A,N/A,N/A,N/A,766,"2,447",R,.00,72.31,27.69,There was no run-off needed because Foster won over 50% of the vote.,There was no run-off needed because Foster won over 50% of the vote.,
Governor,Louisiana,19991023,N/A,ASCENSION,"16,406","Foster, Mike",Incumbent,"5,973","Jefferson, William J.",Challenger,N/A,N/A,N/A,N/A,"2,447","10,433",R,.00,73.31,26.69,There was no run-off needed because Foster won over 50% of the vote.,There was no run-off needed because Foster won over 50% of the vote.,
Governor,Louisiana,19991023,N/A,ASSUMPTION,"5,842","Foster, Mike",Incumbent,"2,827","Jefferson, William J.",Challenger,N/A,N/A,N/A,N/A,"1,381","3,015",R,.00,67.39,32.61,There was no run-off needed because Foster won over 50% of the vote.,There was no run-off needed because Foster won over 50% of the vote.,
