Office,State,RaceDate,CensusPop,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
Governor,New Jersey,1969,N/A,ATLANTIC,"37,662","Cahill, William T.",Challenger,"23,004","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"2,030","14,658",R,0,62.08,37.92,,,
Governor,New Jersey,1969,N/A,BERGEN,"218,908","Cahill, William T.",Challenger,"124,304","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"5,458","94,604",R,0,63.78,36.22,,,
Governor,New Jersey,1969,N/A,BURLINGTON,"48,240","Cahill, William T.",Challenger,"30,005","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,933,"18,235",R,0,61.65,38.35,,,
Governor,New Jersey,1969,N/A,CAMDEN,"95,170","Cahill, William T.",Challenger,"47,667","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"1,477","47,503",R,0,66.63,33.37,,,
Governor,New Jersey,1969,N/A,CAPE MAY,"14,532","Cahill, William T.",Challenger,"8,050","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,274,"6,482",R,0,64.35,35.65,,,
Governor,New Jersey,1969,N/A,CUMBERLAND,"21,348","Cahill, William T.",Challenger,"14,340","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,143,"7,008",R,0,59.82,40.18,,,
Governor,New Jersey,1969,N/A,ESSEX,"147,188","Cahill, William T.",Challenger,"131,479","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"5,681","15,709",R,0,52.82,47.18,,,
Governor,New Jersey,1969,N/A,GLOUCESTER,"35,255","Cahill, William T.",Challenger,"20,446","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,511,"14,809",R,0,63.29,36.71,,,
Governor,New Jersey,1969,N/A,HUDSON,"116,066","Cahill, William T.",Challenger,"85,379","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"3,018","30,687",R,0,57.62,42.38,,,
Governor,New Jersey,1969,N/A,HUNTERDON,"15,830","Cahill, William T.",Challenger,"7,047","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,209,"8,783",R,0,69.2,30.8,,,
Governor,New Jersey,1969,N/A,MERCER,"52,041","Cahill, William T.",Challenger,"47,421","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"1,995","4,620",R,0,52.32,47.68,,,
Governor,New Jersey,1969,N/A,MIDDLESEX,"114,446","Cahill, William T.",Challenger,"73,171","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"4,011","41,275",R,0,61,39,,,
Governor,New Jersey,1969,N/A,MONMOUTH,"89,957","Cahill, William T.",Challenger,"47,407","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"2,003","42,550",R,0,65.49,34.51,,,
Governor,New Jersey,1969,N/A,MORRIS,"82,144","Cahill, William T.",Challenger,"38,613","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"1,843","43,531",R,0,68.02,31.98,,,
Governor,New Jersey,1969,N/A,OCEAN,"48,076","Cahill, William T.",Challenger,"20,085","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"1,415","27,991",R,0,70.53,29.47,,,
Governor,New Jersey,1969,N/A,PASSAIC,"81,079","Cahill, William T.",Challenger,"61,816","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"4,320","19,263",R,0,56.74,43.26,,,
Governor,New Jersey,1969,N/A,SALEM,"13,182","Cahill, William T.",Challenger,"8,389","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,72,"4,793",R,0,61.11,38.89,,,
Governor,New Jersey,1969,N/A,SOMERSET,"45,348","Cahill, William T.",Challenger,"18,905","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"1,653","26,443",R,0,70.58,29.42,,,
Governor,New Jersey,1969,N/A,SUSSEX,"16,275","Cahill, William T.",Challenger,"7,800","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,704,"8,475",R,0,67.6,32.4,,,
Governor,New Jersey,1969,N/A,UNION,"107,997","Cahill, William T.",Challenger,"82,618","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,"5,785","25,379",R,0,56.66,43.34,,,
Governor,New Jersey,1969,N/A,WARREN,"11,161","Cahill, William T.",Challenger,"13,057","Meyner, Robert B.",Challenger,N/A,N/A,N/A,N/A,163,"1,896",D,0,46.09,53.91,,,
