Office,State,RaceDate,CensusPop,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
Governor,New Jersey,1989,N/A,ATLANTIC,"21,087","Courter, James A.",Challenger,"39,917","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,598,"18,830",D,0,34.57,65.43,,,
Governor,New Jersey,1989,N/A,BERGEN,"109,184","Courter, James A.",Challenger,"165,104","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"4,524","55,920",D,0,39.81,60.19,,,
Governor,New Jersey,1989,N/A,BURLINGTON,"38,774","Courter, James A.",Challenger,"67,600","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"1,345","28,826",D,0,36.45,63.55,,,
Governor,New Jersey,1989,N/A,CAMDEN,"41,007","Courter, James A.",Challenger,"106,836","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"1,448","65,829",D,0,27.74,72.26,,,
Governor,New Jersey,1989,N/A,CAPE MAY,"15,408","Courter, James A.",Challenger,"19,642","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,445,"4,234",D,0,43.96,56.04,,,
Governor,New Jersey,1989,N/A,CUMBERLAND,"13,304","Courter, James A.",Challenger,"23,906","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,439,"10,602",D,0,35.75,64.25,,,
Governor,New Jersey,1989,N/A,ESSEX,"57,206","Courter, James A.",Challenger,"131,835","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"2,206","74,629",D,0,30.26,69.74,,,
Governor,New Jersey,1989,N/A,GLOUCESTER,"20,871","Courter, James A.",Challenger,"47,760","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,777,"26,889",D,0,30.41,69.59,,,
Governor,New Jersey,1989,N/A,HUDSON,"32,215","Courter, James A.",Challenger,"95,122","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"1,754","62,907",D,0,25.3,74.7,,,
Governor,New Jersey,1989,N/A,HUNTERDON,"18,046","Courter, James A.",Challenger,"14,164","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,838,"3,882",R,0,56.03,43.97,,,
Governor,New Jersey,1989,N/A,MERCER,"29,887","Courter, James A.",Challenger,"67,962","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"1,359","38,075",D,0,30.54,69.46,,,
Governor,New Jersey,1989,N/A,MIDDLESEX,"67,054","Courter, James A.",Challenger,"120,157","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"3,749","53,103",D,0,35.82,64.18,,,
Governor,New Jersey,1989,N/A,MONMOUTH,"72,403","Courter, James A.",Challenger,"101,995","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"2,498","29,592",D,0,41.52,58.48,,,
Governor,New Jersey,1989,N/A,MORRIS,"67,592","Courter, James A.",Challenger,"61,678","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"1,567","5,914",R,0,52.29,47.71,,,
Governor,New Jersey,1989,N/A,OCEAN,"62,700","Courter, James A.",Challenger,"83,587","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"2,669","20,887",D,0,42.86,57.14,,,
Governor,New Jersey,1989,N/A,PASSAIC,"42,106","Courter, James A.",Challenger,"67,934","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"2,271","25,828",D,0,38.26,61.74,,,
Governor,New Jersey,1989,N/A,SALEM,"7,938","Courter, James A.",Challenger,"11,644","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,637,"3,706",D,0,40.54,59.46,,,
Governor,New Jersey,1989,N/A,SOMERSET,"34,815","Courter, James A.",Challenger,"37,159","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"1,679","2,344",D,0,48.37,51.63,,,
Governor,New Jersey,1989,N/A,SUSSEX,"20,096","Courter, James A.",Challenger,"14,901","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,890,"5,195",R,0,57.42,42.58,,,
Governor,New Jersey,1989,N/A,UNION,"53,636","Courter, James A.",Challenger,"89,419","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,"3,039","35,783",D,0,37.49,62.51,,,
Governor,New Jersey,1989,N/A,WARREN,"13,224","Courter, James A.",Challenger,"11,651","Florio, James J.",Challenger,N/A,N/A,N/A,N/A,542,"1,573",R,0,53.16,46.84,,,
Governor,Virginia,1989,N/A,ACCOMACK,"5,838","Coleman, J. Marshall",Challenger,"4,767","Wilder, L. Douglas",Challenger,N/A,N/A,N/A,N/A,3,"1,071",R,0,55.05,44.95,,,
Governor,Virginia,1989,N/A,ALBEMARLE,"9,998","Coleman, J. Marshall",Challenger,"10,743","Wilder, L. Douglas",Challenger,N/A,N/A,N/A,N/A,35,745,D,0,48.2,51.8,,,
Governor,Virginia,1989,N/A,ALEXANDRIA,"10,493","Coleman, J. Marshall",Challenger,"22,451","Wilder, L. Douglas",Challenger,N/A,N/A,N/A,N/A,77,"11,958",D,0,31.85,68.15,,,
Governor,Virginia,1989,N/A,ALLEGHANY,"2,342","Coleman, J. Marshall",Challenger,"2,313","Wilder, L. Douglas",Challenger,N/A,N/A,N/A,N/A,N/A,29,R,0,50.31,49.69,,,
